# Organism: H. sapiens
# Application version: 3.6.0
# Database version: 13 August 2021 00:00:00
# Network generated on: 22 July 2023
# Author: GeneMANIA (genemania.org)
# Notes: Network weight reflects the data source relevance for predicting the function of interest
Entity 1	Entity 2	Weight	Network group	Network
ATP9A	CEL	0.007962541	Co-expression	Sheffer-Domany-2009 A
ATP9A	RUBCNL	0.0064752586	Co-expression	Sheffer-Domany-2009 A
ATP9A	PMEPA1	0.0060422616	Co-expression	Sheffer-Domany-2009 A
VAV3	CFTR	0.016076028	Co-expression	Sheffer-Domany-2009 A
VAV3	GRM8	0.01925528	Co-expression	Sheffer-Domany-2009 A
VAV3	CXCL14	0.016952913	Co-expression	Sheffer-Domany-2009 A
VAV3	CDHR1	0.01281613	Co-expression	Sheffer-Domany-2009 A
VAV3	ACOT8	0.013567137	Co-expression	Sheffer-Domany-2009 A
VAV3	TNNC2	0.011177663	Co-expression	Sheffer-Domany-2009 A
VAV3	BCL11A	0.015247252	Co-expression	Sheffer-Domany-2009 A
VAV3	LRRC2	0.013870622	Co-expression	Sheffer-Domany-2009 A
VAV3	CEL	0.016132401	Co-expression	Sheffer-Domany-2009 A
VAV3	IHH	0.015667064	Co-expression	Sheffer-Domany-2009 A
VAV3	ATP9A	0.005873594	Co-expression	Sheffer-Domany-2009 A
MCUB	JAK2	0.023548322	Co-expression	Sheffer-Domany-2009 A
MCUB	HPSE	0.020535598	Co-expression	Sheffer-Domany-2009 A
TRIB2	LMO4	0.031156395	Co-expression	Sheffer-Domany-2009 A
GZMA	JAK2	0.017528886	Co-expression	Sheffer-Domany-2009 A
GZMA	CTSW	0.018289464	Co-expression	Sheffer-Domany-2009 A
GZMA	GNLY	0.018504197	Co-expression	Sheffer-Domany-2009 A
TSPAN6	CFTR	0.015213483	Co-expression	Sheffer-Domany-2009 A
TSPAN6	GRM8	0.015869731	Co-expression	Sheffer-Domany-2009 A
TSPAN6	CXCL14	0.010953881	Co-expression	Sheffer-Domany-2009 A
TSPAN6	NOX1	0.014173784	Co-expression	Sheffer-Domany-2009 A
TSPAN6	SEMA5A	0.011420164	Co-expression	Sheffer-Domany-2009 A
TSPAN6	ACOT8	0.010594594	Co-expression	Sheffer-Domany-2009 A
TSPAN6	TNNC2	0.008959026	Co-expression	Sheffer-Domany-2009 A
TSPAN6	ASCL2	0.0092751635	Co-expression	Sheffer-Domany-2009 A
TSPAN6	BCL11A	0.010180881	Co-expression	Sheffer-Domany-2009 A
TSPAN6	LRRC2	0.010636632	Co-expression	Sheffer-Domany-2009 A
TSPAN6	IHH	0.011051881	Co-expression	Sheffer-Domany-2009 A
TSPAN6	RUBCNL	0.012586045	Co-expression	Sheffer-Domany-2009 A
TSPAN6	ATP9A	0.004537176	Co-expression	Sheffer-Domany-2009 A
TSPAN6	VAV3	0.011575324	Co-expression	Sheffer-Domany-2009 A
ENGASE	CDHR1	0.013732462	Co-expression	Sheffer-Domany-2009 A
ENGASE	SEMA5A	0.01289157	Co-expression	Sheffer-Domany-2009 A
ENGASE	BCL11A	0.011271276	Co-expression	Sheffer-Domany-2009 A
ENGASE	IHH	0.0130632715	Co-expression	Sheffer-Domany-2009 A
ENGASE	RUBCNL	0.0122578405	Co-expression	Sheffer-Domany-2009 A
ENGASE	ATP9A	0.0054379757	Co-expression	Sheffer-Domany-2009 A
PLAGL2	GRM8	0.010566086	Co-expression	Sheffer-Domany-2009 A
PLAGL2	GNG4	0.011807273	Co-expression	Sheffer-Domany-2009 A
PLAGL2	POFUT1	0.014481738	Co-expression	Sheffer-Domany-2009 A
PLAGL2	ACOT8	0.010054856	Co-expression	Sheffer-Domany-2009 A
PLAGL2	TNNC2	0.008299345	Co-expression	Sheffer-Domany-2009 A
PLAGL2	ASCL2	0.00932103	Co-expression	Sheffer-Domany-2009 A
PLAGL2	BCL11A	0.009103868	Co-expression	Sheffer-Domany-2009 A
PLAGL2	RUBCNL	0.010807678	Co-expression	Sheffer-Domany-2009 A
PLAGL2	GPR143	0.011579115	Co-expression	Sheffer-Domany-2009 A
PLAGL2	VAV3	0.00832424	Co-expression	Sheffer-Domany-2009 A
PLAGL2	TSPAN6	0.0080341175	Co-expression	Sheffer-Domany-2009 A
PPP1R14D	CFTR	0.012873108	Co-expression	Sheffer-Domany-2009 A
PPP1R14D	CXCL14	0.016298596	Co-expression	Sheffer-Domany-2009 A
PPP1R14D	CDHR1	0.010318442	Co-expression	Sheffer-Domany-2009 A
PPP1R14D	NOX1	0.010191003	Co-expression	Sheffer-Domany-2009 A
PPP1R14D	SEMA5A	0.0110802	Co-expression	Sheffer-Domany-2009 A
PPP1R14D	VAV3	0.008751006	Co-expression	Sheffer-Domany-2009 A
CLDN3	CFTR	0.016169922	Co-expression	Sheffer-Domany-2009 A
CLDN3	CDHR1	0.011438312	Co-expression	Sheffer-Domany-2009 A
CLDN3	NOX1	0.012476392	Co-expression	Sheffer-Domany-2009 A
CLDN3	IHH	0.013776361	Co-expression	Sheffer-Domany-2009 A
CLDN3	PPP1R14D	0.009854365	Co-expression	Sheffer-Domany-2009 A
UBE2L6	APOL6	0.010171279	Co-expression	Sheffer-Domany-2009 A
UBE2L6	JAK2	0.011047424	Co-expression	Sheffer-Domany-2009 A
UBE2L6	GZMA	0.011009676	Co-expression	Sheffer-Domany-2009 A
DDX27	GNG4	0.007142619	Co-expression	Sheffer-Domany-2009 A
DDX27	TCF7	0.00910945	Co-expression	Sheffer-Domany-2009 A
DDX27	POFUT1	0.0075811953	Co-expression	Sheffer-Domany-2009 A
DDX27	ZMYND8	0.0075525595	Co-expression	Sheffer-Domany-2009 A
DDX27	DDAH2	0.0072949915	Co-expression	Sheffer-Domany-2009 A
DDX27	ACOT8	0.00620266	Co-expression	Sheffer-Domany-2009 A
DDX27	TNNC2	0.005724144	Co-expression	Sheffer-Domany-2009 A
DDX27	CEL	0.0065812976	Co-expression	Sheffer-Domany-2009 A
DDX27	RUBCNL	0.006554035	Co-expression	Sheffer-Domany-2009 A
DDX27	GPR143	0.006619762	Co-expression	Sheffer-Domany-2009 A
DDX27	PMEPA1	0.0060332855	Co-expression	Sheffer-Domany-2009 A
DDX27	ATP9A	0.0031742256	Co-expression	Sheffer-Domany-2009 A
DDX27	TSPAN6	0.0039839554	Co-expression	Sheffer-Domany-2009 A
DDX27	PLAGL2	0.004578128	Co-expression	Sheffer-Domany-2009 A
RNF43	CFTR	0.005344334	Co-expression	Sheffer-Domany-2009 A
RNF43	AMACR	0.0056925416	Co-expression	Sheffer-Domany-2009 A
RNF43	GRM8	0.005853715	Co-expression	Sheffer-Domany-2009 A
RNF43	TCF7	0.008084245	Co-expression	Sheffer-Domany-2009 A
RNF43	CXCL14	0.005130697	Co-expression	Sheffer-Domany-2009 A
RNF43	ZMYND8	0.0063138427	Co-expression	Sheffer-Domany-2009 A
RNF43	CDHR1	0.0047608335	Co-expression	Sheffer-Domany-2009 A
RNF43	NOX1	0.00467657	Co-expression	Sheffer-Domany-2009 A
RNF43	TNNC2	0.004180173	Co-expression	Sheffer-Domany-2009 A
RNF43	ASCL2	0.0045350464	Co-expression	Sheffer-Domany-2009 A
RNF43	BCL11A	0.0056966073	Co-expression	Sheffer-Domany-2009 A
RNF43	CEL	0.0071632075	Co-expression	Sheffer-Domany-2009 A
RNF43	RUBCNL	0.006116757	Co-expression	Sheffer-Domany-2009 A
RNF43	ATP9A	0.0026160483	Co-expression	Sheffer-Domany-2009 A
RNF43	VAV3	0.004672816	Co-expression	Sheffer-Domany-2009 A
RNF43	TSPAN6	0.0037673179	Co-expression	Sheffer-Domany-2009 A
RNF43	ENGASE	0.0049799425	Co-expression	Sheffer-Domany-2009 A
RNF43	PLAGL2	0.0036234492	Co-expression	Sheffer-Domany-2009 A
RNF43	DDX27	0.0023451664	Co-expression	Sheffer-Domany-2009 A
GTF2IRD1	AMACR	0.0067874673	Co-expression	Sheffer-Domany-2009 A
GTF2IRD1	GRM8	0.006214128	Co-expression	Sheffer-Domany-2009 A
GTF2IRD1	GNG4	0.0061052623	Co-expression	Sheffer-Domany-2009 A
GTF2IRD1	TCF7	0.008942312	Co-expression	Sheffer-Domany-2009 A
GTF2IRD1	ASCL2	0.005122294	Co-expression	Sheffer-Domany-2009 A
GTF2IRD1	RUBCNL	0.0057277195	Co-expression	Sheffer-Domany-2009 A
GTF2IRD1	DDX27	0.0024779406	Co-expression	Sheffer-Domany-2009 A
GTF2IRD1	RNF43	0.0021286267	Co-expression	Sheffer-Domany-2009 A
ACSL6	LRRC2	0.02004316	Co-expression	Sheffer-Domany-2009 A
ACSL6	NR1I2	0.02016814	Co-expression	Sheffer-Domany-2009 A
ACSL6	QPRT	0.025325872	Co-expression	Sheffer-Domany-2009 A
ACSL6	TSPAN6	0.0128281005	Co-expression	Sheffer-Domany-2009 A
ACSL6	RNF43	0.0055204825	Co-expression	Sheffer-Domany-2009 A
ACSL6	GTF2IRD1	0.005831249	Co-expression	Sheffer-Domany-2009 A
FARP1	TNNC2	0.010265395	Co-expression	Sheffer-Domany-2009 A
FARP1	LRRC2	0.018894643	Co-expression	Sheffer-Domany-2009 A
FARP1	ATP9A	0.0057948455	Co-expression	Sheffer-Domany-2009 A
H2AJ	TNNC2	0.013310228	Co-expression	Sheffer-Domany-2009 A
H2AJ	ATP9A	0.007965982	Co-expression	Sheffer-Domany-2009 A
H2AJ	VAV3	0.016034069	Co-expression	Sheffer-Domany-2009 A
ABAT	LRRC2	0.01028787	Co-expression	Sheffer-Domany-2009 A
ABAT	NR1I2	0.012317719	Co-expression	Sheffer-Domany-2009 A
ABAT	QPRT	0.014281443	Co-expression	Sheffer-Domany-2009 A
DPEP1	TNNC2	0.0118427565	Co-expression	Sheffer-Domany-2009 A
DPEP1	ASCL2	0.016029432	Co-expression	Sheffer-Domany-2009 A
DPEP1	BCL11A	0.017591117	Co-expression	Sheffer-Domany-2009 A
DPEP1	CEL	0.023611352	Co-expression	Sheffer-Domany-2009 A
DPEP1	RUBCNL	0.016427549	Co-expression	Sheffer-Domany-2009 A
DPEP1	RNF43	0.005427746	Co-expression	Sheffer-Domany-2009 A
DPEP1	GTF2IRD1	0.006987578	Co-expression	Sheffer-Domany-2009 A
VIL1	NOX1	0.015619211	Co-expression	Sheffer-Domany-2009 A
VIL1	BCL11A	0.015474297	Co-expression	Sheffer-Domany-2009 A
VIL1	VAV3	0.013575677	Co-expression	Sheffer-Domany-2009 A
VIL1	TSPAN6	0.009633459	Co-expression	Sheffer-Domany-2009 A
VIL1	PLAGL2	0.008561686	Co-expression	Sheffer-Domany-2009 A
VIL1	PPP1R14D	0.010865848	Co-expression	Sheffer-Domany-2009 A
VIL1	CLDN3	0.012656973	Co-expression	Sheffer-Domany-2009 A
ACSL5	CFTR	0.014169867	Co-expression	Sheffer-Domany-2009 A
ACSL5	CXCL14	0.014240153	Co-expression	Sheffer-Domany-2009 A
ACSL5	CDHR1	0.010080993	Co-expression	Sheffer-Domany-2009 A
ACSL5	NOX1	0.009422072	Co-expression	Sheffer-Domany-2009 A
ACSL5	SEMA5A	0.012236452	Co-expression	Sheffer-Domany-2009 A
ACSL5	BCL11A	0.009182994	Co-expression	Sheffer-Domany-2009 A
ACSL5	VAV3	0.009307447	Co-expression	Sheffer-Domany-2009 A
ACSL5	TSPAN6	0.0068886597	Co-expression	Sheffer-Domany-2009 A
ACSL5	ENGASE	0.007472621	Co-expression	Sheffer-Domany-2009 A
ACSL5	PPP1R14D	0.008029223	Co-expression	Sheffer-Domany-2009 A
ACSL5	CLDN3	0.0076825903	Co-expression	Sheffer-Domany-2009 A
ACSL5	RNF43	0.0037321525	Co-expression	Sheffer-Domany-2009 A
STK38	ZMYND8	0.024707763	Co-expression	Sheffer-Domany-2009 A
STK38	ATP9A	0.009784027	Co-expression	Sheffer-Domany-2009 A
STK38	ENGASE	0.0175296	Co-expression	Sheffer-Domany-2009 A
STK38	RNF43	0.008091516	Co-expression	Sheffer-Domany-2009 A
KRT23	TNNC2	0.012959932	Co-expression	Sheffer-Domany-2009 A
KRT23	DDX27	0.0066663884	Co-expression	Sheffer-Domany-2009 A
KRT23	RNF43	0.0053675477	Co-expression	Sheffer-Domany-2009 A
KRT23	GTF2IRD1	0.0070027295	Co-expression	Sheffer-Domany-2009 A
KRT23	DPEP1	0.020769026	Co-expression	Sheffer-Domany-2009 A
GPSM2	GRM8	0.022021497	Co-expression	Sheffer-Domany-2009 A
GPSM2	ASCL2	0.012859683	Co-expression	Sheffer-Domany-2009 A
GPSM2	BCL11A	0.014119363	Co-expression	Sheffer-Domany-2009 A
GPSM2	VAV3	0.013880973	Co-expression	Sheffer-Domany-2009 A
GPSM2	TSPAN6	0.010305448	Co-expression	Sheffer-Domany-2009 A
GPSM2	PLAGL2	0.010419377	Co-expression	Sheffer-Domany-2009 A
GPSM2	RNF43	0.0052070995	Co-expression	Sheffer-Domany-2009 A
GPSM2	GTF2IRD1	0.005359544	Co-expression	Sheffer-Domany-2009 A
TLE2	BCL11A	0.021115508	Co-expression	Sheffer-Domany-2009 A
TLE2	IHH	0.022278769	Co-expression	Sheffer-Domany-2009 A
TLE2	ATP9A	0.007004394	Co-expression	Sheffer-Domany-2009 A
TLE2	VAV3	0.017586472	Co-expression	Sheffer-Domany-2009 A
TLE2	TSPAN6	0.012111871	Co-expression	Sheffer-Domany-2009 A
TLE2	ENGASE	0.014910488	Co-expression	Sheffer-Domany-2009 A
TLE2	PLAGL2	0.0106694205	Co-expression	Sheffer-Domany-2009 A
TLE2	RNF43	0.006173494	Co-expression	Sheffer-Domany-2009 A
TLE2	FARP1	0.01825153	Co-expression	Sheffer-Domany-2009 A
ACE2	TNNC2	0.011099494	Co-expression	Sheffer-Domany-2009 A
ACE2	GPR143	0.018549982	Co-expression	Sheffer-Domany-2009 A
ACE2	TSPAN6	0.011092216	Co-expression	Sheffer-Domany-2009 A
ACE2	PLAGL2	0.012150282	Co-expression	Sheffer-Domany-2009 A
ACE2	PPP1R14D	0.013750776	Co-expression	Sheffer-Domany-2009 A
ACE2	VIL1	0.017821992	Co-expression	Sheffer-Domany-2009 A
GGH	ASCL2	0.013677425	Co-expression	Sheffer-Domany-2009 A
GGH	TSPAN6	0.0172781	Co-expression	Sheffer-Domany-2009 A
GGH	PLAGL2	0.011981564	Co-expression	Sheffer-Domany-2009 A
GGH	RNF43	0.0052297986	Co-expression	Sheffer-Domany-2009 A
GGH	GTF2IRD1	0.0057744556	Co-expression	Sheffer-Domany-2009 A
GGH	KRT23	0.020035302	Co-expression	Sheffer-Domany-2009 A
GGH	GPSM2	0.018031707	Co-expression	Sheffer-Domany-2009 A
SHROOM2	GPR143	0.034453515	Co-expression	Sheffer-Domany-2009 A
SHROOM2	ATP9A	0.0069100177	Co-expression	Sheffer-Domany-2009 A
SHROOM2	RNF43	0.0052715614	Co-expression	Sheffer-Domany-2009 A
SHROOM2	FARP1	0.01860304	Co-expression	Sheffer-Domany-2009 A
DOCK5	HUNK	0.00931487	Co-expression	Chowdary-Mazumder-2006
GRM8	CFTR	0.018430408	Co-expression	Chowdary-Mazumder-2006
RAB32	RNLS	0.0083612325	Co-expression	Chowdary-Mazumder-2006
RAB32	PIAS2	0.010749601	Co-expression	Chowdary-Mazumder-2006
POFUT1	POU5F1B	0.021114687	Co-expression	Chowdary-Mazumder-2006
NOX1	CFTR	0.01881493	Co-expression	Chowdary-Mazumder-2006
NOX1	GRM8	0.014804236	Co-expression	Chowdary-Mazumder-2006
NOX1	CDHR1	0.018278815	Co-expression	Chowdary-Mazumder-2006
ULBP2	ADGRG6	0.01935937	Co-expression	Chowdary-Mazumder-2006
HPSE	APOL6	0.015814397	Co-expression	Chowdary-Mazumder-2006
SEMA5A	HUNK	0.0075251684	Co-expression	Chowdary-Mazumder-2006
ACOT8	SEMA5A	0.023181776	Co-expression	Chowdary-Mazumder-2006
ASCL2	CYP2B6	0.020591538	Co-expression	Chowdary-Mazumder-2006
OXCT1	ADGRG6	0.016322076	Co-expression	Chowdary-Mazumder-2006
OXCT1	ULBP2	0.015813101	Co-expression	Chowdary-Mazumder-2006
LRRC2	POU5F1B	0.017192042	Co-expression	Chowdary-Mazumder-2006
CEL	POU5F1B	0.016539281	Co-expression	Chowdary-Mazumder-2006
CEL	LRRC2	0.020455232	Co-expression	Chowdary-Mazumder-2006
IHH	CYP2B6	0.02194961	Co-expression	Chowdary-Mazumder-2006
IHH	ASCL2	0.01613024	Co-expression	Chowdary-Mazumder-2006
RUBCNL	CYP2B6	0.021334095	Co-expression	Chowdary-Mazumder-2006
RUBCNL	ASCL2	0.017558761	Co-expression	Chowdary-Mazumder-2006
RUBCNL	IHH	0.016393997	Co-expression	Chowdary-Mazumder-2006
GPR143	GRM8	0.01979037	Co-expression	Chowdary-Mazumder-2006
GPR143	NOX1	0.018963836	Co-expression	Chowdary-Mazumder-2006
GPR143	CEL	0.022147585	Co-expression	Chowdary-Mazumder-2006
QPRT	GRM8	0.017170306	Co-expression	Chowdary-Mazumder-2006
QPRT	POU5F1B	0.017944923	Co-expression	Chowdary-Mazumder-2006
QPRT	GPR143	0.023898311	Co-expression	Chowdary-Mazumder-2006
ATP9A	RAB32	0.008779818	Co-expression	Chowdary-Mazumder-2006
GFI1	APOL6	0.016892156	Co-expression	Chowdary-Mazumder-2006
GFI1	HPSE	0.028041821	Co-expression	Chowdary-Mazumder-2006
MCUB	PMEPA1	0.0056911297	Co-expression	Chowdary-Mazumder-2006
GZMA	CTSW	0.01855603	Co-expression	Chowdary-Mazumder-2006
GZMA	GNLY	0.017036762	Co-expression	Chowdary-Mazumder-2006
TSPAN6	CDHR1	0.012908029	Co-expression	Chowdary-Mazumder-2006
TSPAN6	NOX1	0.010514958	Co-expression	Chowdary-Mazumder-2006
TSPAN6	NR1I2	0.014208079	Co-expression	Chowdary-Mazumder-2006
ENGASE	TCF7	0.019419013	Co-expression	Chowdary-Mazumder-2006
ENGASE	POU5F1B	0.0126928445	Co-expression	Chowdary-Mazumder-2006
ENGASE	POFUT1	0.01672264	Co-expression	Chowdary-Mazumder-2006
ENGASE	CEL	0.012858637	Co-expression	Chowdary-Mazumder-2006
PLAGL2	AMACR	0.032171283	Co-expression	Chowdary-Mazumder-2006
MOCS3	GNG4	0.016704392	Co-expression	Chowdary-Mazumder-2006
MOCS3	POFUT1	0.016100178	Co-expression	Chowdary-Mazumder-2006
MOCS3	ZMYND8	0.016550148	Co-expression	Chowdary-Mazumder-2006
GTF2IRD1	TCF7	0.01736302	Co-expression	Chowdary-Mazumder-2006
GTF2IRD1	CEL	0.011501008	Co-expression	Chowdary-Mazumder-2006
GTF2IRD1	ENGASE	0.00903093	Co-expression	Chowdary-Mazumder-2006
GTF2IRD1	DDX27	0.015221385	Co-expression	Chowdary-Mazumder-2006
GTF2IRD1	RNF43	0.01165566	Co-expression	Chowdary-Mazumder-2006
H2AJ	ZMYND8	0.021222036	Co-expression	Chowdary-Mazumder-2006
DPEP1	POU5F1B	0.017195925	Co-expression	Chowdary-Mazumder-2006
DPEP1	LRRC2	0.019727252	Co-expression	Chowdary-Mazumder-2006
DPEP1	CEL	0.019413173	Co-expression	Chowdary-Mazumder-2006
DPEP1	ENGASE	0.013497996	Co-expression	Chowdary-Mazumder-2006
DPEP1	GTF2IRD1	0.012023649	Co-expression	Chowdary-Mazumder-2006
VIL1	NOX1	0.011170655	Co-expression	Chowdary-Mazumder-2006
VIL1	NR1I2	0.015694479	Co-expression	Chowdary-Mazumder-2006
VIL1	TSPAN6	0.008468027	Co-expression	Chowdary-Mazumder-2006
ACSL5	CFTR	0.010962519	Co-expression	Chowdary-Mazumder-2006
ACSL5	GRM8	0.00810368	Co-expression	Chowdary-Mazumder-2006
ACSL5	POU5F1B	0.008892546	Co-expression	Chowdary-Mazumder-2006
ACSL5	CDHR1	0.010286618	Co-expression	Chowdary-Mazumder-2006
ACSL5	NOX1	0.008523997	Co-expression	Chowdary-Mazumder-2006
ACSL5	NR1I2	0.011661334	Co-expression	Chowdary-Mazumder-2006
ACSL5	GPR143	0.010676277	Co-expression	Chowdary-Mazumder-2006
ACSL5	QPRT	0.009871292	Co-expression	Chowdary-Mazumder-2006
ACSL5	TSPAN6	0.0063177426	Co-expression	Chowdary-Mazumder-2006
ACSL5	ACSL6	0.013117811	Co-expression	Chowdary-Mazumder-2006
ACSL5	VIL1	0.006839104	Co-expression	Chowdary-Mazumder-2006
KRT23	CAB39L	0.020653877	Co-expression	Chowdary-Mazumder-2006
GPSM2	CYP2B6	0.0186944	Co-expression	Chowdary-Mazumder-2006
GPSM2	ASCL2	0.014082758	Co-expression	Chowdary-Mazumder-2006
GPSM2	RUBCNL	0.014432651	Co-expression	Chowdary-Mazumder-2006
ACE2	CFTR	0.021879777	Co-expression	Chowdary-Mazumder-2006
ACE2	GRM8	0.017170558	Co-expression	Chowdary-Mazumder-2006
ACE2	NOX1	0.017575005	Co-expression	Chowdary-Mazumder-2006
ACE2	VIL1	0.012596659	Co-expression	Chowdary-Mazumder-2006
ACE2	ACSL5	0.009735492	Co-expression	Chowdary-Mazumder-2006
GGH	POU5F1B	0.017674481	Co-expression	Chowdary-Mazumder-2006
GGH	QPRT	0.019569857	Co-expression	Chowdary-Mazumder-2006
GGH	ENGASE	0.0138868205	Co-expression	Chowdary-Mazumder-2006
GGH	ACSL5	0.009735465	Co-expression	Chowdary-Mazumder-2006
SHROOM2	GPR143	0.014928132	Co-expression	Chowdary-Mazumder-2006
SHROOM2	VAV3	0.01460776	Co-expression	Chowdary-Mazumder-2006
RAB32	DOCK5	0.022442646	Co-expression	Tanaka-Sasaki-2015
CDHR1	CXCL14	0.02527981	Co-expression	Tanaka-Sasaki-2015
NKD1	SLC35D3	0.0067322557	Co-expression	Tanaka-Sasaki-2015
DDAH2	SLC35D3	0.008607927	Co-expression	Tanaka-Sasaki-2015
ACOT8	FITM2	0.03252705	Co-expression	Tanaka-Sasaki-2015
ASCL2	SLC35D3	0.008980686	Co-expression	Tanaka-Sasaki-2015
CTTNBP2	CAB39L	0.002992257	Co-expression	Tanaka-Sasaki-2015
CTTNBP2	OXCT1	0.0060294913	Co-expression	Tanaka-Sasaki-2015
GNLY	CD274	0.021439396	Co-expression	Tanaka-Sasaki-2015
SLC39A5	TINAG	0.01879443	Co-expression	Tanaka-Sasaki-2015
RAB27B	JAK2	0.01762429	Co-expression	Tanaka-Sasaki-2015
IHH	SLC39A5	0.024588808	Co-expression	Tanaka-Sasaki-2015
GBP4	APOL6	0.012843276	Co-expression	Tanaka-Sasaki-2015
GBP4	JAK2	0.012951442	Co-expression	Tanaka-Sasaki-2015
MLH1	SLC35D3	0.006733955	Co-expression	Tanaka-Sasaki-2015
MLH1	DDAH2	0.013931139	Co-expression	Tanaka-Sasaki-2015
RUBCNL	CFTR	0.009764257	Co-expression	Tanaka-Sasaki-2015
RUBCNL	TINAG	0.009442476	Co-expression	Tanaka-Sasaki-2015
RUBCNL	TCF7	0.009492086	Co-expression	Tanaka-Sasaki-2015
RUBCNL	POFUT1	0.009117255	Co-expression	Tanaka-Sasaki-2015
RUBCNL	SHROOM4	0.009352707	Co-expression	Tanaka-Sasaki-2015
RUBCNL	NOX1	0.009198103	Co-expression	Tanaka-Sasaki-2015
RUBCNL	ASCL2	0.009708073	Co-expression	Tanaka-Sasaki-2015
RUBCNL	LRRC2	0.010168993	Co-expression	Tanaka-Sasaki-2015
NR1I2	RUBCNL	0.010367438	Co-expression	Tanaka-Sasaki-2015
TP53RK	ACOT8	0.025227034	Co-expression	Tanaka-Sasaki-2015
PMEPA1	ASPHD2	0.011903194	Co-expression	Tanaka-Sasaki-2015
QPRT	RUBCNL	0.0092249885	Co-expression	Tanaka-Sasaki-2015
MOGAT3	CYP2B6	0.024036948	Co-expression	Tanaka-Sasaki-2015
MOGAT3	TNNC2	0.015342474	Co-expression	Tanaka-Sasaki-2015
MOGAT3	LRRC2	0.023542566	Co-expression	Tanaka-Sasaki-2015
ATP9A	RUBCNL	0.008021683	Co-expression	Tanaka-Sasaki-2015
IYD	CFTR	0.011912439	Co-expression	Tanaka-Sasaki-2015
IYD	CYP2B6	0.011391427	Co-expression	Tanaka-Sasaki-2015
IYD	TINAG	0.011533271	Co-expression	Tanaka-Sasaki-2015
IYD	SHROOM4	0.010474211	Co-expression	Tanaka-Sasaki-2015
IYD	CDHR1	0.007378328	Co-expression	Tanaka-Sasaki-2015
IYD	NOX1	0.009752328	Co-expression	Tanaka-Sasaki-2015
IYD	ASCL2	0.011408658	Co-expression	Tanaka-Sasaki-2015
IYD	LRRC2	0.010906508	Co-expression	Tanaka-Sasaki-2015
IYD	RUBCNL	0.005266511	Co-expression	Tanaka-Sasaki-2015
IYD	NR1I2	0.01185912	Co-expression	Tanaka-Sasaki-2015
IYD	QPRT	0.0074858055	Co-expression	Tanaka-Sasaki-2015
IYD	ATP9A	0.008578227	Co-expression	Tanaka-Sasaki-2015
VAV3	ADGRG6	0.014188247	Co-expression	Tanaka-Sasaki-2015
VAV3	RAB27B	0.010438571	Co-expression	Tanaka-Sasaki-2015
ZSWIM3	ACOT8	0.02042523	Co-expression	Tanaka-Sasaki-2015
ZSWIM3	TP53RK	0.022282263	Co-expression	Tanaka-Sasaki-2015
ZSWIM3	QPRT	0.018720375	Co-expression	Tanaka-Sasaki-2015
GZMA	APOL6	0.011206079	Co-expression	Tanaka-Sasaki-2015
GZMA	GNLY	0.019050976	Co-expression	Tanaka-Sasaki-2015
GZMA	GBP4	0.010837562	Co-expression	Tanaka-Sasaki-2015
GZMA	GFI1	0.014286559	Co-expression	Tanaka-Sasaki-2015
TSPAN6	CAB39L	0.0056958837	Co-expression	Tanaka-Sasaki-2015
PRR15	CFTR	0.010888055	Co-expression	Tanaka-Sasaki-2015
PRR15	TNNC2	0.008298744	Co-expression	Tanaka-Sasaki-2015
PRR15	ASCL2	0.011904612	Co-expression	Tanaka-Sasaki-2015
PRR15	RUBCNL	0.004974111	Co-expression	Tanaka-Sasaki-2015
PRR15	NR1I2	0.011542126	Co-expression	Tanaka-Sasaki-2015
PRR15	ATP9A	0.0129563855	Co-expression	Tanaka-Sasaki-2015
PRR15	IYD	0.005439607	Co-expression	Tanaka-Sasaki-2015
PRR15	ZSWIM3	0.008023012	Co-expression	Tanaka-Sasaki-2015
ENGASE	RUBCNL	0.0052775145	Co-expression	Tanaka-Sasaki-2015
PLAGL2	PRR15	0.008334112	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	CFTR	0.010061778	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	CYP2B6	0.010048464	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	TINAG	0.009404467	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	TCF7	0.006824386	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	SHROOM4	0.0085270135	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	AXIN2	0.009757851	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	NOX1	0.008671607	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	TNNC2	0.005559178	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	ASCL2	0.008976832	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	LRRC2	0.009500818	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	IHH	0.009965653	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	RUBCNL	0.0045258324	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	NR1I2	0.010194117	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	QPRT	0.0069036754	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	MOGAT3	0.005993292	Co-expression	Tanaka-Sasaki-2015
PPP1R14D	ATP9A	0.008247944	Co-expression	Tanaka-Sasaki-2015
