TSPAN6 avgexpression:10.996833
t2=2.280002  pval2=0.023200
t3=0.616301  pval3=0.538718
CATSPERE avgexpression:4.798387
t1=1.474320  pval1=0.141343
t2=3.379506  pval2=0.000807
t3=1.134358  pval3=0.258625
GPC5 avgexpression:2.652060
t1=0.642011  pval1=0.521309
t2=4.734797  pval2=0.000003
t3=3.012797  pval3=0.003084
VWA1 avgexpression:13.034309
t1=0.453140  pval1=0.650744
t2=4.546981  pval2=0.000007
t3=2.913705  pval3=0.004173
DNAJB8 avgexpression:0.617874
t1=-1.536106  pval1=0.125465
t2=1.187514  pval2=0.235819
t3=2.168672  pval3=0.031834
GEMIN4 avgexpression:10.968903
t1=-2.530793  pval1=0.011842
t2=-7.855379  pval2=0.000000
t3=-3.286900  pval3=0.001287
HNRNPCL4 avgexpression:0.994961
t1=1.366090  pval1=0.172835
t2=0.318162  pval2=0.750549
t3=-1.040801  pval3=0.299801
FJX1 avgexpression:8.577311
t1=-0.705424  pval1=0.481041
t2=5.723355  pval2=0.000000
t3=4.620709  pval3=0.000009
KLHL28 avgexpression:10.061000
t1=1.331410  pval1=0.183967
t2=-4.496463  pval2=0.000009
t3=-4.388217  pval3=0.000023
MKRN3 avgexpression:4.373934
t1=0.690252  pval1=0.490518
t2=2.074124  pval2=0.038788
t3=0.897938  pval3=0.370794
ZBTB18 avgexpression:10.613748
t1=-0.837815  pval1=0.402737
t2=2.717118  pval2=0.006908
t3=2.843063  pval3=0.005153
OR9A2 avgexpression:0.369823
t1=-0.848741  pval1=0.396637
t2=0.816364  pval2=0.414840
t3=1.388411  pval3=0.167265
C14orf28 avgexpression:8.386466
t1=2.698615  pval1=0.007319
t2=-0.133852  pval2=0.893595
t3=-2.974098  pval3=0.003474
ALOX12B avgexpression:4.306849
t1=0.031370  pval1=0.974993
t2=1.866821  pval2=0.062751
t3=1.293564  pval3=0.197993
SLC17A8 avgexpression:2.223273
t1=0.972333  pval1=0.331593
t2=3.946901  pval2=0.000095
t3=2.283133  pval3=0.023962
SHARPIN avgexpression:11.905932
t1=-0.925573  pval1=0.355340
t2=2.262873  pval2=0.024247
t3=2.310389  pval3=0.022360
LBX2 avgexpression:6.492449
t1=-0.800311  pval1=0.424103
t2=2.277390  pval2=0.023357
t3=2.888979  pval3=0.004494
DNHD1 avgexpression:8.963126
t1=0.833438  pval1=0.405197
t2=4.445929  pval2=0.000012
t3=2.591143  pval3=0.010602
SLITRK4 avgexpression:4.902724
t1=0.240675  pval1=0.809956
t2=2.143772  pval2=0.032730
t3=1.301581  pval3=0.195244
HTR1D avgexpression:7.547486
t1=-1.698932  pval1=0.090269
t2=-0.500724  pval2=0.616876
t3=0.966177  pval3=0.335658
GCC1 avgexpression:10.517830
t1=-1.918927  pval1=0.055851
t2=-1.697837  pval2=0.090415
t3=0.479472  pval3=0.632367
LSMEM2 avgexpression:2.776680
t1=-0.895368  pval1=0.371239
t2=0.691146  pval2=0.489926
t3=1.341167  pval3=0.182085
RNF151 avgexpression:1.223425
t1=-0.532911  pval1=0.594452
t2=0.917604  pval2=0.359449
t3=1.196505  pval3=0.233566
CIITA avgexpression:11.236762
t1=3.710122  pval1=0.000243
t2=-1.554832  pval2=0.120877
t3=-4.727519  pval3=0.000006
ZFPM1 avgexpression:11.865542
t1=0.254093  pval1=0.799581
t2=1.518720  pval2=0.129723
t3=0.845019  pval3=0.399574
ALOX15B avgexpression:6.599416
t1=1.665099  pval1=0.096836
t2=-0.221893  pval2=0.824525
t3=-1.715510  pval3=0.088513
PLD6 avgexpression:7.451111
t1=-1.180250  pval1=0.238746
t2=-1.126386  pval2=0.260763
t3=0.230164  pval3=0.818307
GPHB5 avgexpression:0.489234
t1=0.271584  pval1=0.786110
t2=1.646416  pval2=0.100563
t3=1.038795  pval3=0.300730
GRM8 avgexpression:5.157491
t1=-0.546302  pval1=0.585225
t2=2.651120  pval2=0.008382
t3=2.714326  pval3=0.007495
CDC42EP4 avgexpression:12.486282
t1=0.235015  pval1=0.814342
t2=0.963145  pval2=0.336130
t3=0.564941  pval3=0.573038
OR2AP1 avgexpression:0.331437
t1=-0.463321  pval1=0.643438
t2=0.355182  pval2=0.722664
t3=0.685460  pval3=0.494212
OR6C4 avgexpression:0.634760
t1=-0.366623  pval1=0.714134
t2=0.421149  pval2=0.673901
t3=0.691221  pval3=0.490596
ZBTB42 avgexpression:9.584972
t1=-1.344305  pval1=0.179768
t2=-0.509600  pval2=0.610648
t3=0.790477  pval3=0.430615
LACC1 avgexpression:9.560741
t1=2.062030  pval1=0.039983
t2=3.843893  pval2=0.000143
t3=0.955426  pval3=0.341045
MAF1 avgexpression:12.698390
t1=-0.379266  pval1=0.704733
t2=0.167957  pval2=0.866713
t3=0.422476  pval3=0.673340
TPPP2 avgexpression:1.171493
t1=0.465851  pval1=0.641628
t2=1.762149  pval2=0.078905
t3=0.888568  pval3=0.375793
FCER1A avgexpression:5.223968
t1=2.767607  pval1=0.005964
t2=5.768325  pval2=0.000000
t3=1.887020  pval3=0.061273
RPRML avgexpression:2.074577
t1=-0.523531  pval1=0.600954
t2=2.960442  pval2=0.003278
t3=2.596427  pval3=0.010448
ARL14 avgexpression:9.051487
t1=0.063184  pval1=0.949658
t2=-0.662649  pval2=0.507986
t3=-0.654475  pval3=0.513903
OR6C2 avgexpression:0.541797
t1=-0.272488  pval1=0.785416
t2=1.417588  pval2=0.157188
t3=1.414233  pval3=0.159562
WDR97 avgexpression:6.137973
t1=0.737895  pval1=0.461099
t2=1.731455  pval2=0.084239
t3=0.625291  pval3=0.532820
NLRP8 avgexpression:1.161914
t1=-0.349017  pval1=0.727298
t2=1.268980  pval2=0.205279
t3=1.197424  pval3=0.233209
PCED1B avgexpression:8.978224
t1=-0.331421  pval1=0.740535
t2=3.401497  pval2=0.000747
t3=2.756206  pval3=0.006644
APOBEC3B avgexpression:7.991806
t1=-0.072448  pval1=0.942289
t2=0.319133  pval2=0.749813
t3=0.295242  pval3=0.768256
SYCN avgexpression:1.073371
t1=-0.795603  pval1=0.426831
t2=2.108177  pval2=0.035716
t3=1.670154  pval3=0.097172
PIPOX avgexpression:7.112499
t1=0.519697  pval1=0.603621
t2=5.916441  pval2=0.000000
t3=4.001501  pval3=0.000103
FOXS1 avgexpression:7.826338
t1=1.545155  pval1=0.123261
t2=4.403042  pval2=0.000014
t3=1.835841  pval3=0.068549
ATOH7 avgexpression:2.877734
t1=0.493100  pval1=0.622268
t2=1.137087  pval2=0.256269
t3=0.394145  pval3=0.694087
CDH5 avgexpression:11.346142
t1=2.621975  pval1=0.009145
t2=4.497910  pval2=0.000009
t3=0.975561  pval3=0.331002
LRRC3B avgexpression:3.067101
t1=1.882960  pval1=0.060580
t2=4.613498  pval2=0.000006
t3=1.863517  pval3=0.064530
FAM216B avgexpression:3.939679
t1=2.802789  pval1=0.005364
t2=4.971358  pval2=0.000001
t3=1.458451  pval3=0.147005
MRGPRX4 avgexpression:0.409162
t1=0.456114  pval1=0.648606
t2=0.476134  pval2=0.634272
t3=-0.048168  pval3=0.961652
MYADM avgexpression:13.560441
t1=2.738958  pval1=0.006496
t2=4.938055  pval2=0.000001
t3=1.371889  pval3=0.172340
MRGPRX3 avgexpression:0.994382
t1=-0.154703  pval1=0.877150
t2=3.547609  pval2=0.000441
t3=2.775875  pval3=0.006276
MROH1 avgexpression:12.261079
t1=-0.097518  pval1=0.922374
t2=-0.697314  pval2=0.486063
t3=-0.424219  pval3=0.672071
SERTAD2 avgexpression:11.060335
t1=-0.078408  pval1=0.937551
t2=-0.154808  pval2=0.877061
t3=-0.048311  pval3=0.961539
AKAP5 avgexpression:7.865178
t1=4.132445  pval1=0.000045
t2=-0.491247  pval2=0.623555
t3=-4.015656  pval3=0.000097
NKPD1 avgexpression:4.881734
t1=-1.576431  pval1=0.115879
t2=5.840931  pval2=0.000000
t3=5.327494  pval3=0.000000
GIPC3 avgexpression:8.554950
t1=2.713475  pval1=0.007006
t2=7.464122  pval2=0.000000
t3=3.097119  pval3=0.002371
RNF227 avgexpression:7.775525
t1=0.285396  pval1=0.775519
t2=-3.106270  pval2=0.002047
t3=-2.672118  pval3=0.008452
CITED4 avgexpression:10.017887
t1=1.071238  pval1=0.284840
t2=4.641653  pval2=0.000005
t3=2.214470  pval3=0.028449
ABCA13 avgexpression:6.602279
t1=-0.374354  pval1=0.708380
t2=5.423196  pval2=0.000000
t3=4.577466  pval3=0.000010
NLRP11 avgexpression:3.626466
t1=0.137903  pval1=0.890401
t2=1.866179  pval2=0.062841
t3=1.267409  pval3=0.207159
TIGD5 avgexpression:9.759116
t1=-1.329283  pval1=0.184667
t2=-1.227091  pval2=0.220602
t3=0.249238  pval3=0.803550
PDXDC1 avgexpression:13.277411
t1=-0.870638  pval1=0.384581
t2=-1.681034  pval2=0.093636
t3=-0.580505  pval3=0.562528
C1orf194 avgexpression:3.712957
t1=1.025873  pval1=0.305698
t2=2.997649  pval2=0.002912
t3=1.254338  pval3=0.211855
ZNF154 avgexpression:8.099328
t1=4.052989  pval1=0.000063
t2=7.822419  pval2=0.000000
t3=2.110711  pval3=0.036614
R3HDM2 avgexpression:11.090438
t1=-0.335217  pval1=0.737673
t2=5.150981  pval2=0.000000
t3=4.213170  pval3=0.000045
B3GNT3 avgexpression:12.445293
t1=-0.650708  pval1=0.515685
t2=-2.616569  pval2=0.009261
t3=-1.173925  pval3=0.242462
ITLN1 avgexpression:7.213138
t1=1.330139  pval1=0.184386
t2=3.932958  pval2=0.000101
t3=1.617615  pval3=0.108046
NRXN1 avgexpression:5.259106
t1=0.891939  pval1=0.373072
t2=1.798370  pval2=0.072968
t3=0.596521  pval3=0.551812
SEPHS2 avgexpression:13.024960
t1=0.026392  pval1=0.978961
t2=3.498929  pval2=0.000527
t3=2.902389  pval3=0.004317
OR10A7 avgexpression:0.108825
t1=-0.486855  pval1=0.626682
t2=1.297255  pval2=0.195386
t3=1.770423  pval3=0.078881
GPBAR1 avgexpression:7.788619
t1=2.459491  pval1=0.014423
t2=4.267373  pval2=0.000025
t3=0.907718  pval3=0.365621
ZNF784 avgexpression:8.708128
t1=0.877238  pval1=0.380992
t2=2.062889  pval2=0.039850
t3=0.678707  pval3=0.498468
ZNF648 avgexpression:1.625833
t1=1.804685  pval1=0.072030
t2=5.691592  pval2=0.000000
t3=2.613250  pval3=0.009971
C14orf119 avgexpression:11.339803
t1=-0.334234  pval1=0.738414
t2=-3.621804  pval2=0.000335
t3=-2.417538  pval3=0.016941
CCR8 avgexpression:4.998667
t1=1.529288  pval1=0.127145
t2=-0.224004  pval2=0.822883
t3=-1.528205  pval3=0.128767
GOLGA8J avgexpression:0.419036
t1=0.462843  pval1=0.643780
t2=1.407491  pval2=0.160157
t3=0.736373  pval3=0.462763
BBS10 avgexpression:9.307213
t1=1.388037  pval1=0.166056
t2=12.825529  pval2=0.000000
t3=6.147355  pval3=0.000000
FIZ1 avgexpression:10.294106
t1=0.203342  pval1=0.838992
t2=4.231186  pval2=0.000030
t3=3.169016  pval3=0.001887
PUF60 avgexpression:12.908626
t1=-1.024531  pval1=0.306331
t2=-2.419871  pval2=0.016028
t3=-0.823040  pval3=0.411916
SSC5D avgexpression:10.072438
t1=2.171882  pval1=0.030572
t2=2.685512  pval2=0.007582
t3=0.069504  pval3=0.944690
DCTPP1 avgexpression:11.152956
t1=-1.552778  pval1=0.121429
t2=-4.234074  pval2=0.000029
t3=-1.516538  pval3=0.131688
ZNF771 avgexpression:8.655165
t1=0.841421  pval1=0.400718
t2=0.899818  pval2=0.368827
t3=-0.073613  pval3=0.941426
TSHZ1 avgexpression:11.109484
t1=2.239438  pval1=0.025789
t2=1.919819  pval2=0.055682
t3=-0.641391  pval3=0.522341
PSTK avgexpression:7.668255
t1=0.688949  pval1=0.491337
t2=1.049985  pval2=0.294439
t3=0.149306  pval3=0.881532
SOCS4 avgexpression:10.745087
t1=-0.046234  pval1=0.963151
t2=-0.497066  pval2=0.619450
t3=-0.331871  pval3=0.740494
ZADH2 avgexpression:10.999236
t1=0.729561  pval1=0.466173
t2=-6.555416  pval2=0.000000
t3=-6.215139  pval3=0.000000
OR1E1 avgexpression:0.415179
t1=-0.891541  pval1=0.373284
t2=0.393608  pval2=0.694107
t3=1.077829  pval3=0.283004
ZNF48 avgexpression:9.317056
t1=-0.882701  pval1=0.378036
t2=0.092065  pval2=0.926699
t3=0.858435  pval3=0.392152
OR1R1P avgexpression:0.413712
t1=-0.441345  pval1=0.659250
t2=2.218837  pval2=0.027130
t3=2.392107  pval3=0.018109
FAM71E2 avgexpression:0.574470
t1=-1.682261  pval1=0.093459
t2=0.511461  pval2=0.609346
t3=1.680321  pval3=0.095174
C3orf80 avgexpression:7.424738
t1=1.001929  pval1=0.317107
t2=1.869928  pval2=0.062317
t3=0.454696  pval3=0.650048
NKX2-6 avgexpression:0.411449
t1=0.318314  pval1=0.750447
t2=0.568249  pval2=0.570225
t3=0.158766  pval3=0.874087
TMEM150B avgexpression:8.611642
t1=0.581396  pval1=0.561368
t2=0.220604  pval2=0.825528
t3=-0.338331  pval3=0.735631
ANKRD18A avgexpression:6.315187
t1=-0.650506  pval1=0.515816
t2=-0.186606  pval2=0.852076
t3=0.365347  pval3=0.715416
WFDC11 avgexpression:0.424807
t1=-2.198835  pval1=0.028579
t2=1.118567  pval2=0.264081
t3=2.854084  pval3=0.004987
TMEM86B avgexpression:6.621216
t1=0.028484  pval1=0.977293
t2=1.741760  pval2=0.082417
t3=1.256299  pval3=0.211146
OR3A1 avgexpression:0.861272
t1=0.075786  pval1=0.939635
t2=1.608201  pval2=0.108680
t3=1.159980  pval3=0.248075
SEPTIN1 avgexpression:8.379079
t1=4.035154  pval1=0.000068
t2=0.455122  pval2=0.649300
t3=-3.352137  pval3=0.001037
TRNAU1AP avgexpression:9.677709
t1=0.040422  pval1=0.967781
t2=-2.885096  pval2=0.004152
t3=-2.238716  pval3=0.026787
EXOC3 avgexpression:11.768584
t1=0.240309  pval1=0.810239
t2=3.004846  pval2=0.002846
t3=2.270508  pval3=0.024737
TDRD6 avgexpression:6.964933
t1=2.357502  pval1=0.018978
t2=0.787511  pval2=0.431508
t3=-1.562378  pval3=0.120506
C12orf40 avgexpression:1.902321
t1=1.433752  pval1=0.152584
t2=2.513690  pval2=0.012389
t3=0.631251  pval3=0.528928
CSNK1A1L avgexpression:2.262175
t1=-0.743069  pval1=0.457965
t2=0.446277  pval2=0.655669
t3=1.013103  pval3=0.312797
LYNX1 avgexpression:7.934934
t1=3.329588  pval1=0.000968
t2=7.164778  pval2=0.000000
t3=2.476379  pval3=0.014490
TH avgexpression:3.609283
t1=-1.711894  pval1=0.087850
t2=3.086210  pval2=0.002187
t3=3.447829  pval3=0.000751
MED14 avgexpression:12.603871
t1=0.037381  pval1=0.970204
t2=-3.067506  pval2=0.002324
t3=-2.055498  pval3=0.041730
FAHD1 avgexpression:10.847389
t1=-1.288046  pval1=0.198627
t2=-1.478853  pval2=0.140066
t3=0.068867  pval3=0.945196
TDRP avgexpression:7.072307
t1=3.280857  pval1=0.001145
t2=4.789036  pval2=0.000002
t3=0.736032  pval3=0.462969
RCC1 avgexpression:11.468166
t1=-2.948533  pval1=0.003419
t2=-5.456110  pval2=0.000000
t3=-1.492806  pval3=0.137787
WFDC9 avgexpression:0.518657
t1=-1.314090  pval1=0.189723
t2=2.827233  pval2=0.004961
t3=3.512099  pval3=0.000603
MYLPF avgexpression:4.121432
t1=1.279061  pval1=0.201769
t2=3.243518  pval2=0.001293
t3=1.374261  pval3=0.171605
F2 avgexpression:3.616195
t1=-0.516426  pval1=0.605901
t2=3.961455  pval2=0.000090
t3=3.669650  pval3=0.000347
FAM71C avgexpression:0.867856
t1=0.402986  pval1=0.687218
t2=2.593649  pval2=0.009889
t3=1.638498  pval3=0.103612
PRKRA avgexpression:10.730029
t1=-0.165553  pval1=0.868610
t2=1.624267  pval2=0.105206
t3=1.286004  pval3=0.200611
ZNRF2 avgexpression:10.840611
t1=-1.522881  pval1=0.128740
t2=-1.445834  pval2=0.149106
t3=0.217822  pval3=0.827892
RRH avgexpression:4.013844
t1=2.286311  pval1=0.022865
t2=-0.108808  pval2=0.913416
t3=-1.952141  pval3=0.052961
SLC9A4 avgexpression:6.316140
t1=1.621241  pval1=0.105915
t2=3.009501  pval2=0.002804
t3=0.867090  pval3=0.387409
ZNF816 avgexpression:8.917186
t1=0.132136  pval1=0.894957
t2=-0.801646  pval2=0.423294
t3=-0.661643  pval3=0.509312
FGD6 avgexpression:11.269852
t1=-1.065041  pval1=0.287631
t2=3.999327  pval2=0.000077
t3=3.464564  pval3=0.000709
ADGRD2 avgexpression:2.811965
t1=-2.004359  pval1=0.045843
t2=-0.415324  pval2=0.678155
t3=1.158907  pval3=0.248510
GPR139 avgexpression:0.828122
t1=-0.913476  pval1=0.361655
t2=1.671685  pval2=0.095468
t3=2.206248  pval3=0.029033
PLD5 avgexpression:2.964012
t1=0.266471  pval1=0.790042
t2=2.359573  pval2=0.018837
t3=1.484088  pval3=0.140083
OAZ2 avgexpression:11.526296
t1=2.541084  pval1=0.011506
t2=2.184247  pval2=0.029598
t3=-0.715083  pval3=0.475775
WFDC10A avgexpression:1.221283
t1=-1.501691  pval1=0.134127
t2=6.067417  pval2=0.000000
t3=6.849952  pval3=0.000000
PNPLA1 avgexpression:4.156184
t1=-0.513002  pval1=0.608291
t2=2.709944  pval2=0.007056
t3=2.555016  pval3=0.011710
ALX1 avgexpression:1.375979
t1=-0.626045  pval1=0.531715
t2=3.792655  pval2=0.000175
t3=3.775119  pval3=0.000237
CCDC43 avgexpression:9.941483
t1=-0.747681  pval1=0.455182
t2=-2.943017  pval2=0.003464
t3=-1.536223  pval3=0.126790
KCTD4 avgexpression:2.194433
t1=0.078636  pval1=0.937369
t2=3.969518  pval2=0.000087
t3=2.800823  pval3=0.005835
MEIOC avgexpression:4.821368
t1=1.878334  pval1=0.061212
t2=2.938659  pval2=0.003512
t3=0.376779  pval3=0.706921
FZD2 avgexpression:9.160548
t1=2.129980  pval1=0.033908
t2=4.199829  pval2=0.000034
t3=1.003986  pval3=0.317155
TIGD2 avgexpression:9.185517
t1=0.093766  pval1=0.925352
t2=-1.620814  pval2=0.105945
t3=-1.142983  pval3=0.255039
ITPRID1 avgexpression:4.372504
t1=2.475972  pval1=0.013786
t2=6.838476  pval2=0.000000
t3=2.847007  pval3=0.005093
HCLS1 avgexpression:10.596735
t1=4.198909  pval1=0.000034
t2=0.813850  pval2=0.416277
t3=-3.186230  pval3=0.001785
MTURN avgexpression:10.144112
t1=0.284161  pval1=0.776464
t2=1.196755  pval2=0.232201
t3=0.753599  pval3=0.452383
ZNF609 avgexpression:11.960916
t1=-0.888298  pval1=0.375023
t2=3.878647  pval2=0.000125
t3=3.681271  pval3=0.000333
PAK2 avgexpression:13.129788
t1=-2.552311  pval1=0.011148
t2=-1.875363  pval2=0.061563
t3=0.875833  pval3=0.382654
CCDC66 avgexpression:9.400083
t1=1.685389  pval1=0.092853
t2=-0.365715  pval2=0.714795
t3=-1.855734  pval3=0.065640
DEFB124 avgexpression:1.584963
t1=2.709153  pval1=0.007095
t2=4.242285  pval2=0.000028
t3=0.808077  pval3=0.420447
KRTAP9-7 avgexpression:0.183349
t1=-1.094672  pval1=0.274454
t2=1.916238  pval2=0.056138
t3=2.086013  pval3=0.038832
MCFD2 avgexpression:12.362720
t1=-2.035335  pval1=0.042611
t2=5.036260  pval2=0.000001
t3=4.836742  pval3=0.000004
HARBI1 avgexpression:7.968100
t1=-1.176665  pval1=0.240172
t2=3.433171  pval2=0.000667
t3=3.995943  pval3=0.000105
DEFB123 avgexpression:0.638443
t1=-0.468523  pval1=0.639718
t2=1.166951  pval2=0.244014
t3=1.182015  pval3=0.239247
C11orf71 avgexpression:7.936199
t1=1.840316  pval1=0.066614
t2=0.230781  pval2=0.817618
t3=-1.377071  pval3=0.170736
CYP8B1 avgexpression:2.705283
t1=2.744505  pval1=0.006390
t2=5.870258  pval2=0.000000
t3=2.372375  pval3=0.019064
OR6K6 avgexpression:0.153610
t1=0.114094  pval1=0.909232
t2=0.902729  pval2=0.367282
t3=0.665969  pval3=0.506551
SERTM1 avgexpression:1.568910
t1=-0.055754  pval1=0.955571
t2=2.621681  pval2=0.009126
t3=2.082911  pval3=0.039118
GAS1 avgexpression:9.036174
t1=1.218107  pval1=0.224048
t2=0.466568  pval2=0.641095
t3=-0.689541  pval3=0.491649
ARHGAP45 avgexpression:10.995815
t1=2.153799  pval1=0.031975
t2=1.396306  pval2=0.163495
t3=-0.880744  pval3=0.379999
OR10Q1 avgexpression:1.211465
t1=0.299632  pval1=0.764646
t2=-1.227327  pval2=0.220513
t3=-1.034708  pval3=0.302628
ZNF571 avgexpression:7.603680
t1=3.395430  pval1=0.000768
t2=1.117280  pval2=0.264630
t3=-1.998779  pval3=0.047611
GLIPR1L2 avgexpression:4.584192
t1=0.258482  pval1=0.796195
t2=1.361702  pval2=0.174156
t3=0.756559  pval3=0.450613
DEFB119 avgexpression:0.826320
t1=-1.721860  pval1=0.086026
t2=1.491640  pval2=0.136682
t3=2.664164  pval3=0.008644
MIGA1 avgexpression:10.657487
t1=0.609319  pval1=0.542730
t2=-0.457057  pval2=0.647909
t3=-0.844667  pval3=0.399770
KCNE1 avgexpression:4.256586
t1=1.593557  pval1=0.111987
t2=0.164023  pval2=0.869806
t3=-1.287377  pval3=0.200133
NRIP1 avgexpression:11.317849
t1=-0.106939  pval1=0.914902
t2=0.419898  pval2=0.674814
t3=0.359336  pval3=0.719897
ZSCAN4 avgexpression:3.609928
t1=0.936101  pval1=0.349902
t2=-0.694414  pval2=0.487877
t3=-1.263019  pval3=0.208728
BHLHA15 avgexpression:7.960616
t1=-0.033945  pval1=0.972941
t2=1.482904  pval2=0.138987
t3=0.959717  pval3=0.338889
RNF182 avgexpression:4.089408
t1=-0.384209  pval1=0.701069
t2=4.860497  pval2=0.000002
t3=4.277922  pval3=0.000035
TSPYL5 avgexpression:8.946041
t1=3.064264  pval1=0.002361
t2=5.773424  pval2=0.000000
t3=1.580551  pval3=0.116287
FUT7 avgexpression:3.498075
t1=2.432418  pval1=0.015526
t2=0.353347  pval2=0.724038
t3=-1.992147  pval3=0.048343
H2AC6 avgexpression:10.598321
t1=-0.999056  pval1=0.318495
t2=3.725053  pval2=0.000227
t3=3.566579  pval3=0.000499
EIF2S3B avgexpression:6.828775
t1=-0.045096  pval1=0.964058
t2=-2.210676  pval2=0.027695
t3=-1.562553  pval3=0.120465
SKIDA1 avgexpression:5.245160
t1=1.426797  pval1=0.154578
t2=6.655092  pval2=0.000000
t3=3.537539  pval3=0.000552
H2BC4 avgexpression:7.176611
t1=-1.513950  pval1=0.130990
t2=1.324445  pval2=0.186207
t3=2.482060  pval3=0.014271
MB21D2 avgexpression:8.790728
t1=-0.146463  pval1=0.883645
t2=5.845047  pval2=0.000000
t3=4.125130  pval3=0.000064
GSX2 avgexpression:0.743807
t1=1.299602  pval1=0.194639
t2=1.993409  pval2=0.046982
t3=0.399586  pval3=0.690084
SSTR2 avgexpression:7.304666
t1=3.113251  pval1=0.002011
t2=6.354379  pval2=0.000000
t3=1.761265  pval3=0.080425
ZNF594 avgexpression:7.839613
t1=1.434527  pval1=0.152363
t2=5.921314  pval2=0.000000
t3=2.705691  pval3=0.007683
PCGF5 avgexpression:12.400105
t1=1.446504  pval1=0.148979
t2=-7.616247  pval2=0.000000
t3=-5.992570  pval3=0.000000
SLC47A2 avgexpression:4.438917
t1=-0.161399  pval1=0.871877
t2=1.321824  pval2=0.187078
t3=1.113198  pval3=0.267573
PRF1 avgexpression:8.854875
t1=2.649081  pval1=0.008457
t2=-3.521239  pval2=0.000486
t3=-5.322455  pval3=0.000000
OR2A4 avgexpression:1.053220
t1=-0.211158  pval1=0.832894
t2=1.595124  pval2=0.111574
t3=1.297471  pval3=0.196650
MAB21L1 avgexpression:3.313790
t1=2.902737  pval1=0.003947
t2=4.222122  pval2=0.000031
t3=0.632611  pval3=0.528042
YOD1 avgexpression:10.321225
t1=-1.156267  pval1=0.248403
t2=-4.688753  pval2=0.000004
t3=-2.310917  pval3=0.022330
TMEM64 avgexpression:10.573703
t1=0.039738  pval1=0.968326
t2=-4.660099  pval2=0.000004
t3=-3.207673  pval3=0.001666
C3orf22 avgexpression:0.812750
t1=-0.323726  pval1=0.746350
t2=2.026034  pval2=0.043509
t3=1.885382  pval3=0.061496
OR10K2 avgexpression:0.973242
t1=-0.973879  pval1=0.330825
t2=0.862422  pval2=0.389038
t3=1.390998  pval3=0.166481
CHRM4 avgexpression:4.246554
t1=-0.155018  pval1=0.876901
t2=2.175657  pval2=0.030240
t3=1.935495  pval3=0.054989
SHISA2 avgexpression:8.093914
t1=1.775726  pval1=0.076694
t2=2.745842  pval2=0.006343
t3=0.440829  pval3=0.660031
S1PR5 avgexpression:5.813064
t1=0.671575  pval1=0.502321
t2=5.357416  pval2=0.000000
t3=3.423190  pval3=0.000817
CLRN3 avgexpression:9.127335
t1=0.296276  pval1=0.767204
t2=-0.295340  pval2=0.767907
t3=-0.407674  pval3=0.684149
GPR157 avgexpression:10.040777
t1=-2.152536  pval1=0.032075
t2=2.514432  pval2=0.012364
t3=3.870662  pval3=0.000167
CHST13 avgexpression:6.678249
t1=0.758928  pval1=0.448434
t2=4.066789  pval2=0.000059
t3=2.232131  pval3=0.027230
AGTR2 avgexpression:1.266930
t1=0.664803  pval1=0.506638
t2=2.836815  pval2=0.004818
t3=1.617818  pval3=0.108002
SLC36A4 avgexpression:9.342540
t1=2.772497  pval1=0.005877
t2=3.969637  pval2=0.000087
t3=0.458917  pval3=0.647021
ZDHHC20 avgexpression:13.072912
t1=0.333793  pval1=0.738746
t2=-2.761725  pval2=0.006049
t3=-2.477848  pval3=0.014434
ANKRD30B avgexpression:1.910923
t1=1.080081  pval1=0.280890
t2=-0.292747  pval2=0.769887
t3=-1.106171  pval3=0.270591
OR51E1 avgexpression:6.488237
t1=0.371936  pval1=0.710178
t2=-0.243060  pval2=0.808099
t3=-0.521649  pval3=0.602757
ZFP3 avgexpression:8.876053
t1=2.363882  pval1=0.018660
t2=2.878181  pval2=0.004242
t3=0.138577  pval3=0.889988
ARSJ avgexpression:8.952759
t1=0.523824  pval1=0.600751
t2=-1.524747  pval2=0.128213
t3=-1.414690  pval3=0.159428
HOXC9 avgexpression:6.743130
t1=0.293056  pval1=0.769662
t2=1.415608  pval2=0.157767
t3=0.720132  pval3=0.472670
MAP3K15 avgexpression:3.649358
t1=-0.006890  pval1=0.994506
t2=0.879413  pval2=0.379772
t3=0.550618  pval3=0.582793
PPA1 avgexpression:13.368590
t1=-0.521566  pval1=0.602320
t2=-5.624715  pval2=0.000000
t3=-3.888692  pval3=0.000157
HOXC10 avgexpression:7.387581
t1=-0.079557  pval1=0.936638
t2=0.431392  pval2=0.666445
t3=0.351300  pval3=0.725903
PSMG4 avgexpression:9.757520
t1=-0.641921  pval1=0.521367
t2=-2.965662  pval2=0.003225
t3=-1.376477  pval3=0.170919
BHLHE22 avgexpression:5.820646
t1=3.234985  pval1=0.001339
t2=3.265341  pval2=0.001200
t3=-0.490141  pval3=0.624818
MAP6D1 avgexpression:4.491067
t1=-2.351121  pval1=0.019301
t2=0.066988  pval2=0.946629
t3=1.956044  pval3=0.052494
ZNF443 avgexpression:7.861304
t1=0.385670  pval1=0.699988
t2=0.648759  pval2=0.516914
t3=0.110791  pval3=0.911944
CXCR2 avgexpression:6.454132
t1=-0.180604  pval1=0.856789
t2=-0.517108  pval2=0.605403
t3=-0.218824  pval3=0.827113
DEFB112 avgexpression:0.218159
t1=-0.544351  pval1=0.586565
t2=1.321773  pval2=0.187095
t3=1.739694  pval3=0.084159
GREM2 avgexpression:7.461116
