TSPAN6 avgexpression:6.531377
FCGR1B avgexpression:0.296915
t2=-8.018972  pval2=0.000000
t3=-4.592678  pval3=0.000009
SPANXA1 avgexpression:0.000000
t2=nan  pval2=nan
t3=nan  pval3=nan
ZNF335 avgexpression:3.762236
t2=5.133387  pval2=0.000000
t3=3.725987  pval3=0.000267
ZNF560 avgexpression:0.042869
t2=-0.083009  pval2=0.933888
t3=-0.700549  pval3=0.484571
TUBA3C avgexpression:0.048357
t2=1.392485  pval2=0.164603
t3=1.650021  pval3=0.100841
RPS4X avgexpression:10.995615
t2=3.278031  pval2=0.001143
t3=2.772212  pval3=0.006208
ZNF273 avgexpression:1.602510
t2=4.060877  pval2=0.000060
t3=2.284776  pval3=0.023600
ZNF84 avgexpression:2.999144
t2=1.511783  pval2=0.131434
t3=0.892186  pval3=0.373593
MAK16 avgexpression:3.650823
t2=-3.465376  pval2=0.000591
t3=-2.384983  pval3=0.018214
ZNF667 avgexpression:0.289980
t2=-0.316815  pval2=0.751561
t3=-0.604578  pval3=0.546290
AVPR1B avgexpression:0.079451
t2=0.216456  pval2=0.828751
t3=-1.246192  pval3=0.214460
SIRPA avgexpression:4.265492
t2=-2.291523  pval2=0.022488
t3=-2.480494  pval3=0.014123
GRK6 avgexpression:5.510063
t2=1.140220  pval2=0.254924
t3=0.792836  pval3=0.429012
PRIM1 avgexpression:3.110305
t2=-1.399941  pval2=0.162360
t3=-1.999484  pval3=0.047197
MARCHF5 avgexpression:4.854927
t2=-1.815030  pval2=0.070320
t3=-2.339211  pval3=0.020523
POTEH avgexpression:0.007381
t2=0.557895  pval2=0.577250
t3=-0.536545  pval3=0.592304
NPIPB13 avgexpression:0.358255
t2=0.928853  pval2=0.353565
t3=1.780826  pval3=0.076781
AKR1B10 avgexpression:4.146785
t2=2.069052  pval2=0.039228
t3=1.132965  pval3=0.258873
SULT1C4 avgexpression:1.194089
t2=2.913794  pval2=0.003785
t3=2.082264  pval3=0.038861
CYP2A7 avgexpression:0.069113
t2=-3.109350  pval2=0.002019
t3=-2.484134  pval3=0.013985
ZBTB14 avgexpression:3.114261
t2=-0.916181  pval2=0.360162
t3=-1.442079  pval3=0.151176
KRTAP9-9 avgexpression:0.009896
t2=-0.695185  pval2=0.487371
t3=-1.368664  pval3=0.172965
CD2AP avgexpression:5.616634
t2=-0.740979  pval2=0.459171
t3=-1.217868  pval3=0.225013
NUP62CL avgexpression:3.131588
t2=1.020114  pval2=0.308334
t3=0.155812  pval3=0.876371
SFI1 avgexpression:2.956438
t2=-0.273096  pval2=0.784930
t3=-0.266213  pval3=0.790407
KRTAP4-6 avgexpression:0.019771
t2=0.298173  pval2=0.765737
t3=1.101172  pval3=0.272426
TMPRSS11F avgexpression:0.029099
t2=-0.581936  pval2=0.560960
t3=-0.721023  pval3=0.471916
ZNF649 avgexpression:2.341658
t2=3.397801  pval2=0.000752
t3=2.451429  pval3=0.015272
ADH4 avgexpression:0.850849
t2=4.345033  pval2=0.000018
t3=3.773686  pval3=0.000224
OR2T6 avgexpression:0.006550
t2=0.962060  pval2=0.336641
t3=-0.763235  pval3=0.446413
ZNF248 avgexpression:2.455952
t2=1.626494  pval2=0.104687
t3=0.529590  pval3=0.597108
CHSY3 avgexpression:1.230050
t2=-1.367689  pval2=0.172231
t3=-1.329791  pval3=0.185423
TOR4A avgexpression:5.755133
t2=-0.430103  pval2=0.667368
t3=-0.400828  pval3=0.689065
LPAR1 avgexpression:2.809895
t2=-2.200121  pval2=0.028409
t3=-3.430277  pval3=0.000762
MB avgexpression:2.063320
t2=-1.151525  pval2=0.250252
t3=-0.711977  pval3=0.477485
OR2L3 avgexpression:0.010428
t2=0.231598  pval2=0.816977
t3=-0.295319  pval3=0.768121
DEFB107B avgexpression:0.000000
t2=nan  pval2=nan
t3=nan  pval3=nan
HIBCH avgexpression:3.956229
t2=-1.869440  pval2=0.062343
t3=-1.665067  pval3=0.097797
ZNF544 avgexpression:2.930141
t2=-2.846016  pval2=0.004671
t3=-2.214825  pval3=0.028142
TMEM229B avgexpression:2.843808
t2=-7.040746  pval2=0.000000
t3=-5.270673  pval3=0.000000
SOWAHC avgexpression:4.899734
t2=6.465180  pval2=0.000000
t3=5.050733  pval3=0.000001
ZNF770 avgexpression:3.725517
t2=-2.584532  pval2=0.010129
t3=-2.590849  pval3=0.010431
NPIPB6 avgexpression:0.136153
t2=-1.932828  pval2=0.054012
t3=-0.636694  pval3=0.525207
HMGN5 avgexpression:3.187917
t2=2.756175  pval2=0.006135
t3=1.801918  pval3=0.073384
MIER1 avgexpression:4.129038
t2=-3.994742  pval2=0.000078
t3=-4.456364  pval3=0.000015
MAN1A2 avgexpression:3.995110
t2=-2.794926  pval2=0.005459
t3=-3.596410  pval3=0.000426
SVIP avgexpression:4.414145
t2=-1.452682  pval2=0.147150
t3=-1.829474  pval3=0.069134
ZNF251 avgexpression:3.470829
t2=6.290461  pval2=0.000000
t3=5.349829  pval3=0.000000
DDRGK1 avgexpression:6.877475
t2=1.933887  pval2=0.053881
t3=1.206426  pval3=0.229380
FAM47C avgexpression:0.008753
t2=0.722551  pval2=0.470407
t3=1.095127  pval3=0.275057
TFDP1 avgexpression:7.032645
t2=1.420228  pval2=0.156374
t3=-0.273324  pval3=0.784946
CLEC4C avgexpression:0.108012
t2=-2.324387  pval2=0.020640
t3=-1.644325  pval3=0.102013
ZNF607 avgexpression:2.378794
t2=1.749756  pval2=0.080981
t3=0.655241  pval3=0.513225
BPIFA1 avgexpression:0.114521
t2=0.912510  pval2=0.362088
t3=0.713323  pval3=0.476653
ZNF334 avgexpression:0.642427
t2=1.968384  pval2=0.049762
t3=1.958059  pval3=0.051909
HSD17B11 avgexpression:6.860153
t2=0.680385  pval2=0.496682
t3=0.405026  pval3=0.685983
SZT2 avgexpression:2.232754
t2=0.749627  pval2=0.453950
t3=-0.059834  pval3=0.952360
SULT1C2 avgexpression:2.054044
t2=-3.073323  pval2=0.002272
t3=-2.038064  pval3=0.043140
ZXDA avgexpression:1.976892
t2=6.318694  pval2=0.000000
t3=3.339556  pval3=0.001038
RPS6KL1 avgexpression:2.370747
t2=5.299962  pval2=0.000000
t3=5.069089  pval3=0.000001
AC092143.1 avgexpression:0.000000
t2=nan  pval2=nan
t3=nan  pval3=nan
CACNA1E avgexpression:0.207228
t2=0.644977  pval2=0.519338
t3=1.957853  pval3=0.051934
QRICH1 avgexpression:5.280422
t2=-2.606932  pval2=0.009501
t3=-2.241988  pval3=0.026295
CSF2RA avgexpression:2.205752
t2=-2.076282  pval2=0.038550
t3=-1.624379  pval3=0.106204
CSF2RA avgexpression:0.000000
t2=nan  pval2=nan
t3=nan  pval3=nan
FKBP1C avgexpression:1.130957
t2=2.995858  pval2=0.002919
t3=2.147863  pval3=0.033184
DDX42 avgexpression:5.425809
t2=0.257563  pval2=0.796886
t3=0.197304  pval3=0.843833
RPL23A avgexpression:8.146158
t2=1.764238  pval2=0.078508
t3=1.018490  pval3=0.309936
SLC29A3 avgexpression:3.279266
t2=4.047559  pval2=0.000063
t3=2.455381  pval3=0.015111
STYX avgexpression:3.701210
t2=-3.825756  pval2=0.000153
t3=-3.015301  pval3=0.002973
UBL5 avgexpression:7.424225
t2=4.158953  pval2=0.000040
t3=3.362782  pval3=0.000959
HELZ avgexpression:3.305847
t2=-0.851008  pval2=0.395309
t3=-1.687340  pval3=0.093428
TMEM116 avgexpression:1.807494
t2=1.293258  pval2=0.196720
t3=0.713498  pval3=0.476546
KRTAP4-5 avgexpression:0.010828
t2=0.616734  pval2=0.537785
t3=-0.217444  pval3=0.828131
UCKL1 avgexpression:5.763557
t2=6.509737  pval2=0.000000
t3=4.554609  pval3=0.000010
OR5B21 avgexpression:0.020270
t2=-0.984575  pval2=0.325470
t3=-0.456070  pval3=0.648939
CARD11 avgexpression:2.875346
t2=3.366481  pval2=0.000840
t3=1.553619  pval3=0.122191
ZNF485 avgexpression:2.748059
t2=1.860736  pval2=0.063566
t3=1.205269  pval3=0.229825
PEG3 avgexpression:0.240355
t2=0.204426  pval2=0.838132
t3=-0.974232  pval3=0.331368
SDAD1 avgexpression:5.481645
t2=1.404951  pval2=0.160866
t3=0.065432  pval3=0.947909
ZKSCAN8 avgexpression:3.457371
t2=0.007172  pval2=0.994281
t3=-0.488042  pval3=0.626168
PHETA1 avgexpression:5.336174
t2=4.194909  pval2=0.000034
t3=2.085924  pval3=0.038524
TMEM239 avgexpression:0.010603
t2=0.438992  pval2=0.660920
t3=-1.317963  pval3=0.189343
HYLS1 avgexpression:2.966631
t2=0.534917  pval2=0.593025
t3=-0.960570  pval3=0.338174
MYL4 avgexpression:0.467990
t2=1.632305  pval2=0.103457
t3=0.484812  pval3=0.628452
ZNF442 avgexpression:0.784951
t2=0.574479  pval2=0.565989
t3=-0.453751  pval3=0.650604
ZNF813 avgexpression:1.400298
t2=4.126706  pval2=0.000045
t3=2.312406  pval3=0.021991
HOXC4 avgexpression:0.818935
t2=-7.613043  pval2=0.000000
t3=-4.238327  pval3=0.000037
DCAF12L2 avgexpression:0.133363
t2=1.295168  pval2=0.196061
t3=1.308063  pval3=0.192671
PIM3 avgexpression:7.100178
t2=-3.197401  pval2=0.001505
t3=-1.396835  pval3=0.164339
GET3 avgexpression:7.212241
t2=0.376510  pval2=0.706751
t3=0.288400  pval3=0.773403
ASPH avgexpression:5.094453
t2=-6.994457  pval2=0.000000
t3=-4.529581  pval3=0.000011
SPRED2 avgexpression:4.932327
t2=0.561516  pval2=0.574782
t3=-0.743648  pval3=0.458147
WWP2 avgexpression:5.002080
t2=1.318936  pval2=0.187998
t3=-0.094176  pval3=0.925083
GFPT1 avgexpression:6.605005
t2=-0.391011  pval2=0.696012
t3=-0.624327  pval3=0.533275
UVRAG avgexpression:3.381969
t2=2.072565  pval2=0.038897
t3=1.294440  pval3=0.197322
KRTAP13-1 avgexpression:0.002107
t2=0.548157  pval2=0.583911
t3=1.043109  pval3=0.298424
ZNF26 avgexpression:1.612754
t2=2.731456  pval2=0.006604
t3=2.296241  pval3=0.022920
TMEM207 avgexpression:0.021001
t2=1.467386  pval2=0.143112
t3=1.703880  pval3=0.090286
ITSN2 avgexpression:3.503352
t2=-0.296399  pval2=0.767090
t3=-0.712237  pval3=0.477324
NTRK1 avgexpression:0.308855
t2=-3.792453  pval2=0.000174
t3=-2.243728  pval3=0.026180
OGA avgexpression:5.722850
t2=0.904593  pval2=0.366263
t3=0.200352  pval3=0.841452
MT1F avgexpression:3.776740
t2=0.171022  pval2=0.864299
t3=0.336381  pval3=0.737011
TCAF1 avgexpression:3.421677
t2=0.151325  pval2=0.879801
t3=-0.683448  pval3=0.495282
ZNF69 avgexpression:3.364526
t2=5.344307  pval2=0.000000
t3=4.060860  pval3=0.000075
TXNRD1 avgexpression:5.944114
t2=-3.311982  pval2=0.001017
t3=-3.195046  pval3=0.001675
NRARP avgexpression:6.294888
t2=0.550586  pval2=0.582246
t3=0.829004  pval3=0.408300
ZNF583 avgexpression:1.017709
t2=2.998757  pval2=0.002892
t3=2.131748  pval3=0.034508
KRTAP4-1 avgexpression:1.306705
t2=4.432649  pval2=0.000012
t3=3.045224  pval3=0.002707
CCT8L2 avgexpression:0.008959
t2=0.795594  pval2=0.426772
t3=-0.360153  pval3=0.719194
OR14L1P avgexpression:0.028740
t2=0.249894  pval2=0.802807
t3=0.492466  pval3=0.623045
ZNF568 avgexpression:0.634487
t2=2.066218  pval2=0.039496
t3=0.366288  pval3=0.714619
ZXDB avgexpression:3.334509
t2=5.766018  pval2=0.000000
t3=3.493165  pval3=0.000613
ZNF480 avgexpression:3.621970
t2=5.382483  pval2=0.000000
t3=1.827374  pval3=0.069450
ZNF587 avgexpression:3.629510
t2=3.188490  pval2=0.001551
t3=2.287310  pval3=0.023448
TPM2 avgexpression:6.766766
t2=1.703747  pval2=0.089259
t3=1.060379  pval3=0.290522
RTP2 avgexpression:0.017146
t2=0.369619  pval2=0.711876
t3=-0.188197  pval3=0.850954
SH3BGRL2 avgexpression:6.317627
t2=4.328841  pval2=0.000019
t3=3.289918  pval3=0.001225
ZNF808 avgexpression:2.230703
t2=-1.659604  pval2=0.097832
t3=-1.941513  pval3=0.053900
ANKRD35 avgexpression:0.911663
t2=0.836446  pval2=0.403438
t3=-0.536805  pval3=0.592126
B3GNT6 avgexpression:2.709694
t2=-0.475605  pval2=0.634634
t3=-0.074503  pval3=0.940700
YTHDF2 avgexpression:6.005532
t2=-2.136526  pval2=0.033285
t3=-2.441880  pval3=0.015667
TMA16 avgexpression:4.361422
t2=0.004927  pval2=0.996071
t3=-0.280778  pval3=0.779232
HLA-DRB5 avgexpression:6.854540
t2=-6.396476  pval2=0.000000
t3=-4.991110  pval3=0.000002
ATL1 avgexpression:1.568201
t2=4.385503  pval2=0.000015
t3=2.208770  pval3=0.028569
CNGA1 avgexpression:1.724657
t2=6.087413  pval2=0.000000
t3=4.717469  pval3=0.000005
MAFK avgexpression:4.834510
t2=3.534520  pval2=0.000460
t3=2.119644  pval3=0.035532
ARMH1 avgexpression:0.716057
t2=-4.721695  pval2=0.000003
t3=-2.561192  pval3=0.011327
ZNF43 avgexpression:1.504338
t2=5.161452  pval2=0.000000
t3=3.672425  pval3=0.000324
GPN1 avgexpression:5.084895
t2=3.137682  pval2=0.001838
t3=2.417558  pval3=0.016714
PLN avgexpression:2.679556
t2=-0.168948  pval2=0.865929
t3=-1.341219  pval3=0.181693
C2CD4A avgexpression:3.839483
t2=-4.371545  pval2=0.000016
t3=-2.413939  pval3=0.016875
ZNF28 avgexpression:3.411291
t2=0.498789  pval2=0.618221
t3=-0.476665  pval3=0.634231
ITGBL1 avgexpression:1.280964
t2=1.426007  pval2=0.154700
t3=0.276856  pval3=0.782237
ZNF511 avgexpression:4.438274
t2=-1.587240  pval2=0.113303
t3=0.015069  pval3=0.987995
C20orf203 avgexpression:0.025262
t2=1.966436  pval2=0.049987
t3=3.237661  pval3=0.001457
ZNF627 avgexpression:3.883359
t2=3.498147  pval2=0.000525
t3=1.457893  pval3=0.146771
KCNRG avgexpression:0.660464
t2=-8.890399  pval2=0.000000
t3=-6.694623  pval3=0.000000
WDHD1 avgexpression:3.138517
t2=-4.647698  pval2=0.000005
t3=-3.993335  pval3=0.000098
ZNF789 avgexpression:2.521214
t2=4.761839  pval2=0.000003
t3=3.927742  pval3=0.000126
CTNND1 avgexpression:2.968666
t2=-0.095145  pval2=0.924251
t3=0.554513  pval3=0.579979
DDX39B avgexpression:4.730190
t2=2.094930  pval2=0.036849
t3=2.734348  pval3=0.006933
SLC34A3 avgexpression:0.668271
t2=-1.954613  pval2=0.051373
t3=-2.211115  pval3=0.028403
RD3 avgexpression:0.062349
t2=-2.104887  pval2=0.035968
t3=-0.958522  pval3=0.339202
SPANXC avgexpression:0.037391
t2=0.071215  pval2=0.943265
t3=0.845050  pval3=0.399307
SH2D1B avgexpression:0.525382
t2=-9.174637  pval2=0.000000
t3=-6.330930  pval3=0.000000
ARC avgexpression:0.797834
t2=-5.531010  pval2=0.000000
t3=-4.097741  pval3=0.000065
NUDT16 avgexpression:4.543298
t2=-2.940525  pval2=0.003480
t3=-2.246259  pval3=0.026014
TLK1 avgexpression:4.308792
t2=0.189746  pval2=0.849611
t3=-0.376670  pval3=0.706903
LRBA avgexpression:4.322990
t2=-1.059496  pval2=0.290058
t3=-1.811223  pval3=0.071925
ZNF536 avgexpression:0.219245
t2=3.320369  pval2=0.000987
t3=1.759952  pval3=0.080269
MMP17 avgexpression:1.489263
t2=1.400288  pval2=0.162256
t3=0.104044  pval3=0.917261
OR2M2 avgexpression:0.010252
t2=0.472206  pval2=0.637055
t3=-0.967851  pval3=0.334535
BAZ1A avgexpression:4.398069
t2=-0.631342  pval2=0.528203
t3=-0.938309  pval3=0.349457
AKR1C4 avgexpression:0.800327
t2=1.355750  pval2=0.175997
t3=0.162494  pval3=0.871116
COPS8 avgexpression:4.965733
t2=2.285714  pval2=0.022830
t3=0.628155  pval3=0.530771
CCDC69 avgexpression:3.573057
t2=-2.447360  pval2=0.014850
t3=-3.224277  pval3=0.001522
MDM4 avgexpression:3.370451
t2=-1.170759  pval2=0.242441
t3=-0.759072  pval3=0.448893
RYR2 avgexpression:0.666172
t2=1.177795  pval2=0.239627
t3=0.379226  pval3=0.705007
ZNF534 avgexpression:0.062379
t2=1.014073  pval2=0.311204
t3=1.649183  pval3=0.101013
KLHL9 avgexpression:4.717459
t2=2.351097  pval2=0.019237
t3=0.116830  pval3=0.907137
FAM3D avgexpression:7.453313
t2=5.533605  pval2=0.000000
t3=4.480542  pval3=0.000014
NCOA6 avgexpression:4.793373
t2=6.969773  pval2=0.000000
t3=4.574153  pval3=0.000009
STK39 avgexpression:6.104160
t2=-1.238211  pval2=0.216414
t3=-2.096274  pval3=0.037584
TAT avgexpression:0.145183
t2=-2.431551  pval2=0.015503
t3=-1.941964  pval3=0.053845
C6orf89 avgexpression:5.335623
t2=2.397006  pval2=0.017020
t3=0.340775  pval3=0.733707
CALM1 avgexpression:7.364756
t2=-2.094637  pval2=0.036876
t3=-1.702333  pval3=0.090576
LPA avgexpression:0.061538
t2=3.374721  pval2=0.000816
t3=3.549793  pval3=0.000502
TAFA2 avgexpression:0.345317
t2=-1.756408  pval2=0.079837
t3=-2.046964  pval3=0.042248
OR10G6 avgexpression:0.015662
t2=0.351680  pval2=0.725276
t3=-1.134362  pval3=0.258288
TTC37 avgexpression:4.353304
t2=9.354720  pval2=0.000000
t3=5.228321  pval3=0.000001
OR5BS1P avgexpression:0.012949
t2=0.517970  pval2=0.604785
t3=-0.774075  pval3=0.439994
TUSC1 avgexpression:4.405219
t2=8.537128  pval2=0.000000
t3=4.267063  pval3=0.000033
MAGEA1 avgexpression:0.211826
t2=-2.739974  pval2=0.006439
t3=-0.198569  pval3=0.842844
PAPSS2 avgexpression:5.944713
t2=-2.644121  pval2=0.008535
t3=-2.516220  pval3=0.012817
SLC9A6 avgexpression:2.831250
t2=-0.268402  pval2=0.788538
t3=-1.809919  pval3=0.072128
FAN1 avgexpression:2.363479
t2=0.572669  pval2=0.567213
t3=0.534076  pval3=0.594008
ABCA4 avgexpression:0.227922
t2=-1.182540  pval2=0.237743
t3=-1.416997  pval3=0.158369
EIF1AY avgexpression:1.955841
t2=0.805681  pval2=0.420939
t3=-0.248747  pval3=0.803866
MT-ND6 avgexpression:11.366190
t2=-0.124465  pval2=0.901014
t3=0.057128  pval3=0.954513
IPO9 avgexpression:4.490145
t2=-0.790242  pval2=0.429887
t3=-1.426198  pval3=0.155700
GPX6 avgexpression:0.012051
t2=0.541964  pval2=0.588166
t3=0.502245  pval3=0.616165
CEP290 avgexpression:1.361196
t2=0.616068  pval2=0.538224
t3=0.122561  pval3=0.902604
MT-CO2 avgexpression:14.701880
t2=3.736076  pval2=0.000216
t3=3.214719  pval3=0.001571
GLMP avgexpression:4.692013
t2=0.446508  pval2=0.655489
t3=-1.202632  pval3=0.230842
TOGARAM1 avgexpression:2.019589
t2=5.435433  pval2=0.000000
t3=3.076651  pval3=0.002451
DLL1 avgexpression:3.302689
t2=-1.403463  pval2=0.161309
t3=-1.167318  pval3=0.244766
ANKRD13B avgexpression:3.544034
t2=2.465485  pval2=0.014131
t3=2.283403  pval3=0.023682
ECI2 avgexpression:3.407228
t2=-2.510644  pval2=0.012472
t3=-2.112537  pval3=0.036145
UNC13B avgexpression:3.854099
t2=-1.521069  pval2=0.129087
t3=-1.774630  pval3=0.077803
TEX45 avgexpression:1.906811
t2=6.266265  pval2=0.000000
t3=4.950444  pval3=0.000002
MT-CYB avgexpression:13.285393
t2=3.233658  pval2=0.001331
t3=2.584127  pval3=0.010629
LDB1 avgexpression:5.629215
t2=1.013912  pval2=0.311280
t3=0.247360  pval3=0.804937
PPP1R14C avgexpression:4.548612
t2=8.862385  pval2=0.000000
t3=6.845367  pval3=0.000000
CTR9 avgexpression:4.887562
t2=-2.124500  pval2=0.034284
t3=-2.285146  pval3=0.023577
SMOC1 avgexpression:1.935854
t2=-0.419799  pval2=0.674873
t3=-0.776653  pval3=0.438475
F5 avgexpression:1.322147
t2=-2.810249  pval2=0.005211
t3=-1.478782  pval3=0.141105
MSRB1 avgexpression:6.158688
t2=0.974307  pval2=0.330534
t3=0.392786  pval3=0.694984
LRRTM3 avgexpression:0.029745
t2=0.056369  pval2=0.955078
t3=0.379389  pval3=0.704887
ZNF652 avgexpression:3.144860
t2=-3.258834  pval2=0.001221
t3=-3.003014  pval3=0.003090
SMURF1 avgexpression:4.590353
t2=4.381236  pval2=0.000015
t3=2.592323  pval3=0.010389
SLC5A3 avgexpression:3.113876
t2=-2.163668  pval2=0.031122
t3=-2.180694  pval3=0.030622
GPATCH3 avgexpression:4.122810
t2=-2.737432  pval2=0.006488
t3=-1.951394  pval3=0.052704
CDC42BPB avgexpression:5.297562
t2=-1.278499  pval2=0.201867
t3=-1.017700  pval3=0.310310
PLXNB3 avgexpression:1.036659
t2=1.273059  pval2=0.203788
t3=0.022370  pval3=0.982180
OXCT2 avgexpression:0.514267
t2=-1.199850  pval2=0.230957
t3=-0.169116  pval3=0.865913
RPL10A avgexpression:10.714765
t2=1.161048  pval2=0.246363
t3=0.839163  pval3=0.402592
COLGALT2 avgexpression:0.744322
t2=-6.039653  pval2=0.000000
t3=-4.876232  pval3=0.000003
EPS8L3 avgexpression:7.127840
t2=5.686852  pval2=0.000000
t3=4.133473  pval3=0.000057
EGFL6 avgexpression:2.135921
t2=-2.424644  pval2=0.015796
t3=-2.283111  pval3=0.023700
MT-ND2 avgexpression:13.079933
t2=3.745470  pval2=0.000208
t3=3.135885  pval3=0.002029
SYCP1 avgexpression:0.010382
t2=0.635708  pval2=0.525355
t3=1.031229  pval3=0.303942
APCDD1L avgexpression:0.503103
t2=-1.884827  pval2=0.060228
t3=-2.372907  pval3=0.018800
RCSD1 avgexpression:2.186111
t2=-3.624012  pval2=0.000330
t3=-3.198989  pval3=0.001654
RASSF9 avgexpression:0.927372
t2=3.422396  pval2=0.000689
t3=1.498533  pval3=0.135906
FAM169A avgexpression:1.328384
t2=-6.590903  pval2=0.000000
t3=-4.659141  pval3=0.000007
ZNF830 avgexpression:4.512087
t2=7.428672  pval2=0.000000
t3=4.924823  pval3=0.000002
GRIN3A avgexpression:0.494838
t2=-4.544051  pval2=0.000007
t3=-3.050167  pval3=0.002665
MT-ND5 avgexpression:11.272487
t2=0.315644  pval2=0.752449
t3=0.462342  pval3=0.644445
MUC2 avgexpression:6.099111
t2=-5.880220  pval2=0.000000
t3=-4.497766  pval3=0.000013
CNOT7 avgexpression:4.281638
t2=-4.622494  pval2=0.000005
t3=-2.817865  pval3=0.005426
TMEM184B avgexpression:5.330749
t2=-0.375346  pval2=0.707616
t3=-0.046789  pval3=0.962738
MTOR avgexpression:4.153763
t2=-2.744569  pval2=0.006351
t3=-3.474438  pval3=0.000654
SCAMP5 avgexpression:3.006006
t2=3.880318  pval2=0.000123
t3=1.603317  pval3=0.110777
ZNF521 avgexpression:1.671298
t2=-0.080791  pval2=0.935651
t3=-0.958666  pval3=0.339130
ALPK2 avgexpression:0.523886
t2=-6.710255  pval2=0.000000
t3=-4.357239  pval3=0.000023
BRINP2 avgexpression:0.119183
t2=2.831089  pval2=0.004890
t3=2.501639  pval3=0.013337
MAGEB3 avgexpression:0.008437
t2=0.972790  pval2=0.331286
t3=1.802201  pval3=0.073339
LRIG2 avgexpression:2.537095
t2=-0.803591  pval2=0.422144
t3=-1.287521  pval3=0.199716
MT-CO1 avgexpression:14.113221
t2=0.349997  pval2=0.726538
t3=-0.033755  pval3=0.973113
PNP avgexpression:5.673742
t2=-3.791953  pval2=0.000174
t3=-1.780085  pval3=0.076902
PAX9 avgexpression:1.045852
t2=-8.614155  pval2=0.000000
t3=-5.230044  pval3=0.000001
LRRC10 avgexpression:0.011698
t2=0.963755  pval2=0.335791
t3=-1.036461  pval3=0.301504
GK avgexpression:3.293787
t2=-1.098916  pval2=0.272512
t3=-2.571495  pval3=0.011008
FOXJ3 avgexpression:4.763351
t2=-0.217126  pval2=0.828229
t3=-0.399908  pval3=0.689742
ZNF358 avgexpression:5.345536
t2=6.495988  pval2=0.000000
t3=4.512892  pval3=0.000012
SFT2D1 avgexpression:5.722873
t2=0.089875  pval2=0.928435
t3=0.253496  pval3=0.800201
CD247 avgexpression:1.989279
t2=-7.648302  pval2=0.000000
t3=-4.959469  pval3=0.000002
GRM3 avgexpression:0.063605
t2=1.840234  pval2=0.066526
t3=2.276885  pval3=0.024078
CHAMP1 avgexpression:4.226150
t2=2.342285  pval2=0.019690
t3=-0.204862  pval3=0.837932
INPP5F avgexpression:3.063417
t2=-1.447058  pval2=0.148718
t3=-1.720537  pval3=0.087209
ARHGAP11A avgexpression:3.701248
t2=-4.577310  pval2=0.000006
t3=-3.377444  pval3=0.000913
SUCNR1 avgexpression:1.050077
t2=-5.704951  pval2=0.000000
t3=-3.894854  pval3=0.000142
HMGN2 avgexpression:7.422044
t2=-2.685079  pval2=0.007574
t3=-2.815960  pval3=0.005456
SELENOM avgexpression:4.961441
t2=0.182497  pval2=0.855291
t3=-0.395152  pval3=0.693241
UBE2J1 avgexpression:6.242960
t2=-3.103492  pval2=0.002058
t3=-2.568231  pval3=0.011108
GJC2 avgexpression:2.052112
t2=1.281018  pval2=0.200981
t3=0.591736  pval3=0.554837
OPA1 avgexpression:4.890648
t2=1.450835  pval2=0.147664
t3=0.369120  pval3=0.712512
DENND4B avgexpression:4.261309
t2=1.651779  pval2=0.099419
t3=0.887475  pval3=0.376115
RYR3 avgexpression:0.326153
t2=0.081596  pval2=0.935012
t3=-0.063859  pval3=0.949160
ZNF277 avgexpression:4.187945
t2=4.144154  pval2=0.000042
t3=2.483602  pval3=0.014005
MT-ND3 avgexpression:13.409393
t2=5.148433  pval2=0.000000
t3=4.341853  pval3=0.000025
KTI12 avgexpression:2.934612
t2=1.503966  pval2=0.133434
t3=0.938853  pval3=0.349178
STYXL2 avgexpression:2.569101
t2=3.825470  pval2=0.000153
t3=3.285342  pval3=0.001244
SELENOT avgexpression:6.020674
t2=-1.664561  pval2=0.096838
t3=-1.633263  pval3=0.104320
ARHGEF15 avgexpression:2.068853
t2=-0.284335  pval2=0.776311
t3=-0.723543  pval3=0.470371
TOX avgexpression:2.718755
t2=-5.587352  pval2=0.000000
t3=-4.433992  pval3=0.000017
CES1 avgexpression:3.138829
t2=4.552523  pval2=0.000007
t3=3.895901  pval3=0.000142
CD3E avgexpression:3.495999
t2=-6.433516  pval2=0.000000
t3=-4.565328  pval3=0.000010
RUSC2 avgexpression:3.382297
t2=3.483506  pval2=0.000553
t3=1.894756  pval3=0.059874
C1orf68 avgexpression:0.011294
t2=-0.091921  pval2=0.926810
t3=-0.313490  pval3=0.754304
FICD avgexpression:2.480639
t2=-4.094674  pval2=0.000052
t3=-3.667893  pval3=0.000330
OSTC avgexpression:7.351959
t2=-2.953684  pval2=0.003339
t3=-2.472461  pval3=0.014433
R3HDM4 avgexpression:6.796591
t2=0.495592  pval2=0.620473
t3=0.767577  pval3=0.443836
TSEN15 avgexpression:3.404561
t2=1.825801  pval2=0.068678
t3=0.696920  pval3=0.486833
LTN1 avgexpression:3.376988
t2=7.523447  pval2=0.000000
t3=4.798962  pval3=0.000004
RUNDC1 avgexpression:4.445617
t2=-0.301348  pval2=0.763317
t3=-0.297603  pval3=0.766381
CCDC152 avgexpression:0.704148
t2=3.254361  pval2=0.001240
t3=2.322267  pval3=0.021440
STKLD1 avgexpression:0.454079
t2=-0.058641  pval2=0.953269
t3=-0.709827  pval3=0.478813
GRK5 avgexpression:3.190994
t2=-1.217095  pval2=0.224336
t3=-1.781190  pval3=0.076721
TYW1 avgexpression:4.322897
t2=5.906283  pval2=0.000000
