USP17L20    TAF11L9    1.0
SLC7A2    PAPPA2    0.9672851680284736
TSPY8    TSPY10    0.967248264747122
SERPINB3    CRNN    0.9672394290980496
TGM1    PAX9    0.9671872932325868
LCE2D    PSG3    0.96716991734668
LCE2B    LCE3E    0.967147950708023
SPRR2B    SPRR2E    0.9670889996516272
MMP20    TRIML2    0.9668502264289976
PSG1    LCE1F    0.9667656663950528
CLCA4    BNIPL    0.9667441705922006
LCN1    HTR3A    0.9666230513341988
CSH1    LCE2C    0.9665521362891544
APOA4    MS4A10    0.9665478457663498
TGM1    TGM5    0.966430701490708
ADGRA1    FER1L5    0.9664237334420488
TGM1    SLURP1    0.9663737941149668
OPRL1    CALHM1    0.9662696782686144
LEXM    ADH7    0.9662680916563402
CDC20B    ANKRD66    0.9662441087095902
CEACAM3    GAGE2A    0.9661442008364104
PSD    HAND2    0.9661252717416896
FCRLB    HTR3A    0.9661108621225192
CSRP1    ACTG2    0.9660956389691192
FCRLB    P2RY8    0.9660946167189594
KRT13    ADH7    0.9660691879504478
IL36RN    WFDC5    0.9660487471919228
A2ML1    KRT4    0.965966879693534
TPM1    PGM5    0.9658816518363792
AQP10    ENPP7    0.9658480869773196
TMPRSS11D    KRT6A    0.9658476008605312
PPL    SPINK5    0.9657845611158768
NKX2-2    INSM1    0.9657817746316442
TGM5    BNIPL    0.9657783725863656
POU2F2    LPXN    0.965715913634295
PKP1    SPINK5    0.965653127953104
PGLYRP1    MMP8    0.9656015464798124
TPM1    TPM2    0.9655019153196556
DIXDC1    MSRB3    0.9654999723087364
AQP10    ASAH2    0.9654981305098396
CHIA    PGA4    0.9654485642804566
AFP    SLC38A4    0.9654015836160944
PTPRC    DOCK2    0.9653383695172691
CERS3    NCCRP1    0.9652730628958488
ACSM2B    SLC38A4    0.965223290942018
GNG13    IGLL1    0.9652145049848216
LCE2C    CSHL1    0.9651407964804676
GSG1    SPATA31D1    0.9651281740644418
OR1L4    TMIGD1    0.9650096239146402
TGM5    SPINK5    0.9649725374626436
KRT78    NCCRP1    0.9648399690995384
KCNMB1    CSRP1    0.9648276539191872
KLK13    KRT6A    0.9648206541101176
TRAF3IP3    TESPA1    0.9647669527425494
MYH11    DNAJB5    0.9647155648199948
PKP1    NCCRP1    0.9646957216295152
PPP1R12B    AKAP6    0.9646571188292228
RHCG    BNIPL    0.9645993467969828
TGM5    CERS3    0.964467718845212
CLCA2    PAX9    0.9644520251452952
ANXA1    CLCA2    0.9644448834991785
SERPINB3    MUC21    0.9641859837161408
TPH1    SLC18A2    0.9641078131830028
BTK    ARHGAP25    0.9640593808145778
ARSF    DYNAP    0.9639442210177896
SASH3    SEPTIN1    0.9639343637926948
SPATA31A1    H3Y2    0.9638704043124818
TGM1    RNF222    0.9638142002351217
DAND5    TSPY9P    0.9637996312243028
PKP1    BNIPL    0.9637517127549272
TMPRSS11D    SPRR1A    0.9637481629714952
MROH2B    UGT2A1    0.9636013025551842
SLURP1    ADH7    0.9635997629967884
LCE2C    PSG1    0.96354418917704
CTRC    ST8SIA3    0.9635389845328194
KRT13    TMPRSS11B    0.9635350886208808
CHRNA2    PTF1A    0.963466213766516
LCE3E    SPRR2E    0.9634360192567752
DEFB103B    LCE2D    0.9634306598100824
SLURP1    CLCA2    0.9634152905298166
ZNF750    GRHL3    0.9633505752882264
CLCA4    DSC3    0.9633402262794232
SPATA48    SLC22A1    0.9633173172497346
TTC29    ANKRD66    0.9632962228427332
RHOXF1    SLC22A8    0.963222108457514
SERPIND1    FGA    0.963176329094936
CLDN17    TGM7    0.9630271338174368
MMP8    PRSS57    0.9630050065464998
IGLL1    P2RY8    0.9629974428313668
ADGRA1    CCDC154    0.962973474978762
ARSF    MAL    0.9629649396782078
TMPRSS11B    SERPINB13    0.9629597268556984
HBG2    VSIG8    0.9629192180572884
SPINK5    IVL    0.9629152706244796
OTUD6A    SPATA31A1    0.9628685535125434
TNS1    CPXM2    0.9628566702730104
MAL    RNF222    0.9628485671627108
ARG1    SERPINB10    0.9627349878125864
MAL    NCCRP1    0.9627249298947944
PGLYRP1    CEACAM8    0.9626966703081816
RHCG    RNF225    0.962626454777207
TMPRSS11E    CERS3    0.9625822400563152
LCE3A    SPRR2B    0.962427510528479
ACTA2    CSRP1    0.9624117358959424
SDR9C7    SPRR2A    0.962311599047263
HPCA    FAM167A    0.9622757735654802
WAS    ARHGDIB    0.9622560560212152
ABCG5    ABCG8    0.9621820560957522
ARG1    RNASE3    0.9621198921515516
SERPINC1    SLC38A4    0.9621037585913316
BNIPL    PRSS27    0.9620393943362736
SORBS1    DMD    0.9619429701958347
ROPN1L    GMNC    0.961878298756156
DSG3    ANXA1    0.9618114330623811
LMX1A    SLC18A2    0.961689870334132
ARG1    AZU1    0.9616391711862184
ACTA2    SMTN    0.9616204330439851
SERPINI2    CTRB2    0.961602610584462
SLC18A2    LRRTM3    0.9615856032966604
HRC    RELN    0.9615684400009124
IRAG1    MSRB3    0.961447660151672
ZNF74    TMEM191C    0.9613393085135996
DNAJB5    DES    0.9613132048117708
PKP1    CERS3    0.9612749438292776
CSTA    VSIG10L    0.961274866344874
TGM1    TMEM79    0.9612358787548384
MYLK    JPH2    0.9611237938412724
BNIPL    PAX9    0.9611230523058694
PRR23B    PRAMEF20    0.9609917775943349
RBP2    CA7    0.9609894992868724
CSTA    ANXA1    0.9608376377813528
KRT12    FAM9C    0.960724631885827
SLC17A2    CPN2    0.9606441077926036
TEKT1    LRRN3    0.960619393256515
SPRR1B    SDR9C7    0.9603773102574454
P2RY8    AADACL2    0.9602894707917754
FLG2    LCE1F    0.9602632650416946
G6PC    MS4A10    0.960244308147266
MMP8    ARG1    0.9601381685756302
MYH11    KCNMA1    0.9600967144158068
NCCRP1    CYSRT1    0.9600793582841924
ENDOU    ACER1    0.9599042281763293
PKP1    DSC3    0.9597535404358044
TMPRSS11E    SBSN    0.9596946910367928
CORO1A    MAP4K1    0.9596930499088624
MYLK    ACTA2    0.9596356074909628
APOA4    S100G    0.9594990847697918
TEX11    SYCN    0.959429489447165
BNIPL    RNF222    0.9592914583664612
CPB2    SERPINC1    0.9591635454726616
ZNF750    CYSRT1    0.9591264855596072
KLK13    SBSN    0.9589332552763928
LIMS2    DACT3    0.9589194913320508
DEFB103A    LCE1F    0.958839714940675
FHL1    LMOD1    0.9587911907753186
SCEL    TMPRSS11A    0.9587748371141244
TSPAN32    C11orf21    0.9586933086958396
IVL    TMEM79    0.9586618979475504
KRT78    RNF225    0.9585855809027808
CABP5    PRAMEF20    0.9585536112772896
TEKT1    ANKRD66    0.9585523330659
TGM1    FOXN1    0.9585428497354602
A2ML1    KRT13    0.9584990983428524
PGLYRP3    IVL    0.9583878509981774
HTR3A    NMS    0.9583607036913784
MYLK    TPM1    0.958331517614968
NEUROD4    DNER    0.95827092956436
ENPP7    SLC2A7    0.9582479954513584
OPRL1    P2RY8    0.958244827244764
SLURP1    RHCG    0.9582247008845176
TGM3    IVL    0.9582217308881898
TGM1    EPGN    0.9581726637222222
BNIPL    SPRR3    0.9581281690141352
TMPRSS11B    VSIG10L    0.9580710024190372
NCCRP1    MUC21    0.958013175994014
SERPINI2    PRSS1    0.9580115983387834
JPH2    SMTN    0.9580080276185724
DSC3    RHCG    0.9579820754601645
PPP1R17    HTR3A    0.957898807497858
SLC38A4    APOA2    0.9578544460756884
A2ML1    ACER1    0.9578330067250052
BNIPL    SNX31    0.9578286804131324
TEX11    REG3G    0.957803537445692
SERPINB3    SCEL    0.9576985084305982
TPM1    TAGLN    0.9576629533240952
SPINK5    CAPNS2    0.9576315565650506
SLC5A4    MS4A10    0.9575911902349842
DYNAP    GBP6    0.9575892458975946
MYH8    MEF2B    0.9575216605999516
CPB2    AHSG    0.957508918677224
SLC7A2    OR2T4    0.9574690449828198
CAP2    LDB3    0.9574523057711688
TGM5    SCEL    0.957331461260994
DSC3    SCEL    0.9572976116070464
PALLD    MSRB3    0.9572850201198644
HBG2    PSG2    0.9572543683545972
TMPRSS7    TSPY4    0.9572392669757976
GJB2    KLK13    0.9571589669471752
HHATL    HTR1A    0.9571184458108548
HPCA    NYAP2    0.9570711718605506
FLG2    CLDN17    0.9570535306502774
CLCA2    SPRR3    0.9567771762775018
SPRR2B    LCE1F    0.9567485182506666
SLC28A1    SLC2A7    0.956732025076168
PPL    BNIPL    0.9567012069057254
FAM167A    SLC18A2    0.956572791994201
USP29    CRYBB2    0.9565325435228178
RHCG    CYSRT1    0.9565178234518668
CACNG3    NEUROD4    0.9565050971920253
SORBS1    MYOCD    0.9565040546311272
SYNM    FLNA    0.9564873065309802
CD79B    SHISA8    0.956462130861502
C1QB    C1QA    0.9564575316011208
CSTA    PAX9    0.9564370241816946
KRT6C    CYP4F22    0.9563852459907046
SLC7A2    SLC18A2    0.9563268052217094
LIMS2    MRGPRF    0.9559948354244482
POLD4    KRT12    0.9559844642587108
MYLK    LDB3    0.9559779411815462
CRNN    CAPNS2    0.9558546542449022
CTSG    MS4A3    0.9558482862516248
IGLL1    TAS1R3    0.9557765126013492
GH2    PSG1    0.9557410553458944
NYAP2    LMX1A    0.9557371784442148
LEXM    BNIPL    0.9556724339200304
DEFB104B    DYNAP    0.9556599091959546
SPRR3    EPGN    0.9554568944222308
CERS3    RNF222    0.9554536801118296
MYL9    HSPB8    0.9554072736837138
SLURP1    GJB2    0.9553182973627214
TACR2    MYH11    0.955045569960056
LCE2C    SPRR2B    0.9550249382770164
PSG3    LCE1F    0.954913345354118
SORBS1    PRUNE2    0.9549054163421624
AMBN    USP17L22    0.9548785111707347
CSTA    KRT78    0.9548138795452684
MYH11    TPM1    0.9547752054461888
TPH1    NYAP2    0.9547708357607714
TNS1    KCNMA1    0.9546887262774276
PPP1R12B    PRUNE2    0.9546733659023552
CASP14    NLRP10    0.954638411348074
FERMT2    PDLIM3    0.9546194434974592
RHCG    TMPRSS11B    0.9545694845159834
SLC17A2    ACSM2A    0.9544555386000524
CFHR5    CPN2    0.954366385841199
MYLK    NEGR1    0.9543438157367564
CGA    PSKH2    0.9543121320078526
ACTA2    PDLIM3    0.9542629863894584
CLCA4    CRNN    0.9542551852231086
ARG1    CEACAM8    0.95416398938914
CLCA2    IVL    0.9540892402127712
APOA4    FABP2    0.9540756851935408
MYLK    SPEG    0.9540364003674032
ANKRD13D    GRK2    0.9539980760150149
SPRR1B    KRT6C    0.953986287950882
FERMT2    CALD1    0.9538654968787832
CSTB    RNF222    0.9538217578260524
VSIG10L    SERPINB13    0.9538067445581
S100A8    BNIPL    0.95380235117802
A2ML1    CAPNS2    0.9536805219714342
SPINK6    LCE1F    0.9536292261461524
BNIPL    CAPNS2    0.953617366819316
ANXA1    PAX9    0.9536122506643137
PGLYRP1    AZU1    0.9535286151042806
GMNC    ZBTB8B    0.9534984824620312
CASP14    PSG5    0.9534550206863828
MEP1B    SLC2A7    0.9534326733868448
TMPRSS11A    SBSN    0.953380311820037
F13B    ALB    0.9532145698037856
SCEL    SPRR3    0.9532138903759056
SPINK5    EPGN    0.9531690838157656
OPRL1    SPATA48    0.9531186054783772
JPH2    DACT3    0.9530061702012548
CALD1    CFL2    0.9529887028696148
MOSPD1    RTL8A    0.9528920531707172
CPB2    ACSM2A    0.9528894851898954
ASB2    CFL2    0.9528754145679924
CGA    BSND    0.952773926077931
SERPINI2    CHRNA2    0.9526925759332115
TGM3    CRCT1    0.9525978645319942
SPINK5    KRT15    0.9525691628160642
NPBWR2    RGS8    0.952524944168008
DOK3    P2RY8    0.9524541325968404
DSC3    KRT4    0.9522904529739206
CSTB    NCCRP1    0.9522420111852978
LPXN    MEF2B    0.9522307859635856
CSRP1    NEGR1    0.9521979718469052
FAM205A    LYRM9    0.9519964431297856
FILIP1    FOXP2    0.9519729234195128
SPRR3    GBP6    0.9519138783600264
NCKAP1L    DOCK2    0.9517663945749384
DSG3    TMPRSS11A    0.9517594316694604
ANKRD13D    POLD4    0.9517084682790644
DYNAP    TMPRSS11B    0.951649820479798
GYS2    KRT4    0.9516376803417148
SERPINB3    ENDOU    0.9515268785511524
PGM5    NEGR1    0.9514797625454824
PPP1R12B    MSRB3    0.951463656867106
ABCB4    PCLO    0.951371783715225
ZNF750    GBP6    0.9513287915486952
SMYD1    MORN5    0.95132669288962
PPP1R12B    ASB2    0.9513247709487916
TNFRSF13C    CD19    0.9512095067459216
TMPRSS11A    SERPINB13    0.9511763352256142
ADCY8    AL160272.2    0.9511445784552384
PDLIM3    MRGPRF    0.951064658265312
SLC22A1    IQCJ    0.950815452979794
LCN1    VEGFD    0.95069351923517
RHCG    ADH7    0.9506107844228
PPP1R12B    BVES    0.950331061666698
SORBS1    CPXM2    0.9502809437699552
SYT4    GLYATL3    0.9502163513289096
ASB2    DIXDC1    0.950181069297292
OR7G2    OR1M1    0.9500751627312826
SPRR3    RNF225    0.9500285994886662
TGM1    LYPD3    0.949979635386958
GRK2    KDM2A    0.9498953458851962
CSTA    DSG3    0.9497906014544364
DMPK    JPH2    0.949717387735604
CSTA    S100A9    0.9494538475346536
CRNN    CAPN14    0.9493430019601165
SLC17A2    ALB    0.9490384521848788
A2ML1    SBSN    0.9485508817484264
CELA2A    CELA3B    0.9485308259423548
CRNN    PRSS27    0.9484816123837608
SERPINB3    CAPNS2    0.948362817147654
NDST4    INSM2    0.9483449241039104
CPB2    F13B    0.9480594903103164
IRAG1    SORBS1    0.9479417262931444
SORBS1    FILIP1    0.9474963155175736
TSPAN6    AL021546.1    nan
MS4A3    ELANE    0.9999568714538049
CTRB2    SYCN    0.999956785715998
DLK1    PNLIPRP1    0.9999521107138136
TSPY10    TSPY1    0.9998960908298684
SPX    CLPS    0.9998202415318338
PLA2G1B    SYCN    0.9998098252860468
AZU1    PRTN3    0.9997998856471784
CPA1    PNLIPRP1    0.9997819790873947
MS4A3    PRTN3    0.9997726989672232
MS4A3    DEFA4    0.9997268883362588
MPO    DEFA4    0.9997197889593152
AFM    ALB    0.99969454557248
CTRB2    PLA2G1B    0.9996845258163723
CPA2    PNLIPRP1    0.9996781937963036
MYBPH    LCN1    0.9996568219179872
CLPS    CPA2    0.9996490070775054
REG3G    DLK1    0.9996312956287008
CPA2    CTRB2    0.9996259661068212
REG3G    CTRB2    0.999612554006608
RBPJL    CTRB1    0.999530775118979
DEFA4    PRTN3    0.9995256573517428
SPX    PLA2G1B    0.9995045402342976
CPA1    SPX    0.9994879007432068
SPX    CPA2    0.999481368525628
SPX    REG3G    0.9994735611990015
RBPJL    PLA2G1B    0.9994629979864328
MS4A3    RNASE3    0.9993032339274678
CPA1    REG3G    0.9993005435452672
REG3G    CPA2    0.99929295094656
RNASE3    AZU1    0.9992616056134072
CPA1    RBPJL    0.999253947779836
DEFA4    RNASE3    0.9991464238087788
AQP8    CLPS    0.9990621305946862
AQP8    SPX    0.9989414534000198
AQP8    PLA2G1B    0.99879558590851
BPI    AZU1    0.998638180709028
BPI    ELANE    0.9986265156467716
GRIK1    SYCN    0.9985123268123716
GRIK1    PNLIPRP1    0.9985101079549606
CLPS    GRIK1    0.9985010909552976
CTRB2    GRIK1    0.998469862305592
CLPS    CEL    0.998449964456627
CTRB1    GRIK1    0.9984467419761484
ERP27    DLK1    0.9984406811361908
CTRB2    CEL    0.9984288440201172
TTC29    USP17L22    0.9984284912423138
AFP    ALB    0.998426277070336
ERP27    CTRB2    0.9984241700356968
GMNC    USP17L22    0.9984215340631876
ERP27    CPA2    0.9983558469291812
PLA2G1B    GRIK1    0.9982259592366288
CPA1    ERP27    0.9982205630209982
SMIM38    AP003071.5    0.9982173677074734
CPA2    GRIK1    0.9981945602593832
TSPY4    TSPY1    0.9981867656016088
BPI    RNASE3    0.9981802994879754
CPA2    CEL    0.9981423959496046
REG3G    GRIK1    0.9981277204887398
CEL    PLA2G1B    0.99811656457486
AQP8    ERP27    0.9980932945777116
TSPY4    TSPY10    0.998039036136834
CPA1    AQP12A    0.9980272702370876
CPA2    AQP12A    0.997882152936712
LCN1    SERPINA9    0.9978373428153856
PSKH2    BSND    0.9977834047477924
SCG5    GRIK1    0.9977598556283934
PLA2G1B    AQP12A    0.997718668649232
REG3G    SCG5    0.9976830682589112
RBPJL    AQP12A    0.9976404647636988
CSH1    CSHL1    0.9975898563693356
ERP27    GRIK1    0.9974035266486329
AQP8    AQP12A    0.9973582634086025
ACSM2B    ALB    0.997357227535408
C1orf68    PSG5    0.9972321984455216
PNLIPRP1    PRSS1    0.9971646549885756
SYCN    PRSS1    0.9970953061935752
REG3G    PRSS1    0.9970170922841388
GRIK1    AQP12A    0.9969508169404162
CEL    GRIK1    0.996949396214366
MYBPH    AADACL2    0.996944231300068
PLA2G1B    PRSS1    0.9969413394393554
CPA2    PRSS1    0.9968556554390487
AHSG    APOA2    0.9968059278333968
RBPJL    PRSS1    0.9966612470028569
CPA1    PNLIP    0.9966015012930908
SLC16A12    DLK1    0.9965839735501008
SLC16A12    CTRB2    0.9965395078352248
SPRR2G    KRTDAP    0.9965300371144388
AL035460.1    PERCC1    0.996174195894659
CSHL1    PSG1    0.9960254835350404
AQP8    SLC16A12    0.9959689574368792
QRSL1    EFL1    0.9959557700512686
PNLIP    DLK1    0.9957690123445242
CPA2    PNLIP    0.9956350845632056
CEL    PRSS1    0.9955866640578062
RBPJL    PNLIP    0.9954611563883712
AFM    SERPINC1    0.9953684343699708
SLC16A12    CEL    0.9952539089004558
SERPINC1    ALB    0.9951959213978468
IFNK    PSG5    0.99515785081463
AQP8    PNLIP    0.9950684435082348
LCE3D    SPRR2B    0.994977526785516
OR5T1    OR8K5    0.99485155187046
KRTAP4-8    KRTAP1-4    0.9948212317196072
ACSM2B    SERPINC1    0.9947591659643792
CSH1    PSG1    0.9947404691300864
LCN1    FCRLB    0.9947087880615028
SLC16A12    AQP12A    0.9946681407243932
SPRR2G    CSHL1    0.994508721034453
PNLIP    PRSS1    0.9944556004606246
ERP27    PNLIP    0.9944276874890322
NPBWR2    AADACL2    0.994286744879404
GRIK1    PNLIP    0.994271514412552
PNLIP    AQP12A    0.9938402172813712
NPBWR2    NMS    0.993800666840402
CELA3A    PNLIPRP1    0.9934840403271724
CELA3A    CTRB1    0.9933163209687568
SLC16A12    PRSS1    0.993264958129092
GSG1    NPAP1    0.9930686598123716
SPX    CELA3A    0.9928862036388704
RBPJL    CELA3A    0.9928572689082692
CELA3A    AQP12A    0.992755784827376
CELA2A    CPA2    0.9925258196120724
LCN1    NMS    0.9923411426163096
CSH2    LCE3C    0.9923143824759209
MYBPH    NMS    0.9922711053075908
CELA2A    SYCN    0.9922296321566492
RBPJL    CELA2A    0.9921668124446504
CFHR2    SERPINC1    0.992092243294296
CTRC    PNLIP    0.9920506424935644
SPRR2G    PSG1    0.9918681208647744
SPX    CELA2A    0.991756002496857
NPBWR2    FCRLB    0.99175081704219
CELA3A    CEL    0.9915837546782884
SMCO1    LY6L    0.9914452306120648
CSH1    LCE3D    0.991239857354978
MS4A3    SERPINB10    0.9911370610064671
LCE2B    CSH2    0.991059434350004
CELA2A    CTRC    0.990995669579016
DYNAP    UGT1A7    0.9909530045865116
LCE2A    CSHL1    0.9909137076096476
AZU1    SERPINB10    0.9908573528447622
ELANE    SERPINB10    0.9908215496602636
CELA2A    CEL    0.9905023158072092
CELA2A    PRSS1    0.990426703633478
AFP    APOA2    0.9903106734069448
KRT4    GBP6    0.9902539554124398
SPINK5    BNIPL    0.9902468757032704
ACSM2B    APOA2    0.9902300366346972
BPI    SERPINB10    0.9902110784891532
SERPINA9    NMS    0.990118862056642
CRNN    TMPRSS11B    0.9901042313547608
CCDC154    AL035460.1    0.989991320112414
SERPINC1    CPN2    0.9898727060083023
LCE2B    PSG1    0.9898714195342606
ASCL1    SCN3A    0.9897634324305647
LCE2A    KRTDAP    0.9897591098977342
LCE2B    KRTDAP    0.989633804909265
DEFB103A    DEFB103B    0.9895954536489636
GSG1    PNMA6E    0.9894869297057112
SPINK5    CRNN    0.9893991483396534
NLRP10    C1orf68    0.9892789768342032
TSPYL6    NPAP1    0.9891922475046572
AFP    CFHR1    0.9890832981140444
KRTDAP    SPRR2B    0.9890058940457824
LCE3D    CSHL1    0.988651542606766
ACSM2B    CFHR1    0.988542024186026
SPX    AQP12B    0.9882623049567876
SYCN    AQP12B    0.9882523784864754
CTRB1    AQP12B    0.9882482628207492
SPRR2G    LCE2A    0.9882020417739852
MBTD1    NME2    0.9881697227786448
PPP1R17    LCN1    0.9880977053150212
LCE2B    LCE2D    0.9880340000236926
HHATL    AL035460.1    0.9879973408169072
LCE2B    SPRR2G    0.987917980964676
TGM1    CSTA    0.9879094006561188
AQP12B    PRSS1    0.9877570480754648
PPP1R17    SPATA48    0.9877460433550758
RBPJL    AQP12B    0.9877430410852122
AQP8    AQP12B    0.987422507886106
SPRR1A    SPRR2A    0.987355916426968
IVL    SPRR3    0.9873498134244758
SST    CCDC154    0.9872313985419704
HBG2    CSH2    0.9871818360197028
GRIK1    AQP12B    0.9871131601001274
FCRLB    NMS    0.9865781079065054
TGM1    KRT13    0.9865451573054465
FLG2    CSH2    0.9865195114961371
LRRC53    UCN3    0.9862921572705796
HPCA    LRRTM3    0.9862760437580582
AHSG    CPN2    0.9860091727842752
SPRR2D    SPRR1B    0.9859966140660806
BPIFC    LCE3C    0.9859654235150755
NPBWR2    CALHM1    0.985882953600934
LCE3D    DEFB103A    0.985758169114301
MYL9    TAGLN    0.9857379531169228
FLG2    VSIG8    0.9856418390996432
AL035460.1    FER1L5    0.9856361954117668
SPINK6    KRTDAP    0.9855915427874516
KRT4    KRT13    0.985578318880809
SERPINC1    CFHR1    0.9855768315653374
CPA1    CTRC    0.9855528362816836
ADH7    MUC21    0.9853597495532463
PAPPA2    LRRTM3    0.9852170809331816
LCE2A    LCE3C    0.9852065276280024
DEFB103B    KRTDAP    0.9851283294980762
VPREB3    CLEC17A    0.9850576760459014
CRNN    A2ML1    0.9849444001170236
HPCA    LMX1A    0.9847405881501538
LCE2B    LCE3C    0.9846944810591072
PPP1R17    FCRLB    0.9845783909196466
APOA2    CPN2    0.984362661861012
FLG2    PSG1    0.9843182700491554
PNLIP    AQP12B    0.9841125440181516
SPRR2G    HBG2    0.9841023961441804
CSTA    NCCRP1    0.9840560086667568
SPRR3    PRSS27    0.984041833371528
CSHL1    PSG3    0.9838299443907031
HPCA    TPH1    0.9836907018109996
RHCG    S100A8    0.983605786774833
FLG2    SPRR2B    0.9835805872922172
MAL    MUC21    0.9834615989032344
MPZ    DGKK    0.9834057216379926
IGLL1    LCN1    0.9832600644457742
IGLL1    MYBPH    0.9832543638018032
AQP8    CTRC    0.9831961059363892
SPRR2B    PSG1    0.9831113566162788
PSKH2    NFILZ    0.9830160335373328
KRTAP9-7    KRTAP4-8    0.98294749156071
ASCL1    PSKH2    0.9828597213595964
LCN1    SPATA48    0.9826988801140176
LEXM    MAL    0.982624829353703
CEACAM8    MS4A3    0.9826171611467348
CSTA    SLURP1    0.9825345505489028
CHRNA2    SPX    0.9825265500833618
REG3G    CTRC    0.9825107242755442
SERPINA9    CALHM1    0.982472474152588
FLG2    LCE2A    0.9824559427675928
NEUROD4    GRIK1    0.982416893223858
SPINK6    CSHL1    0.9823986137696308
GNG13    MYBPH    0.9822799684998488
MMP8    DEFA4    0.982244815352346
CEACAM8    AZU1    0.9822054638382834
DNAH9    IL10    0.9821273066503532
CHRNA2    CPA2    0.9821259990990524
CEACAM8    PRTN3    0.9820613222881246
CSH1    SPRR4    0.9820401479886004
CHRNA2    PLA2G1B    0.9820387760181988
CEACAM8    RNASE3    0.982017006551784
CHRNA2    REG3G    0.9819176932230104
CACNG3    AQP8    0.9818920937393432
BPI    MMP8    0.9818914956500522
APOA2    CFHR1    0.9817934525897898
CACNG3    ERP27    0.9815941016040975
IGLL1    FCRLB    0.9815027553014988
LCE2D    PSG1    0.9814913219323366
MS4A3    PRSS57    0.9814733799598664
FLG2    RPTN    0.9814645188963368
IZUMO4    MYH8    0.9814272522564984
FCRLB    SPATA48    0.9814183640923224
SPRR4    PSG1    0.98141598889865
TEKT1    GMNC    0.9814053326748792
PGM5    LMOD1    0.9813637489322355
LCE2B    HBG2    0.9813067764172618
MPO    PRSS57    0.9812533456902568
PRSS57    PRTN3    0.9811760545866992
WFDC5    SPRR2E    0.9811737891816028
AHSG    CFHR1    0.9811629381254834
TEKT1    USP17L22    0.9809949724522372
HBG2    LCE3C    0.9809561506409874
KRT78    KRT13    0.98084437966907
CTRC    AQP12A    0.9808066114197096
CHRNA2    SCG5    0.9806696863176828
CPA2    PTF1A    0.980438758112022
LRRN3    USP17L22    0.9803452640713808
ACTRT2    AL035460.1    0.9802937330530624
CSH1    PSG3    0.9802603823182712
HHATL    CCDC154    0.9802538175959248
CACNG3    RBPJL    0.9802179165851532
GNG13    SERPINA9    0.9801760678920723
CACNG3    SYCN    0.9801626984607996
CRYBB2    GOLGA6L7    0.9801562061310208
SLC16A12    CTRC    0.980108547112954
ACTA2    KCNMB1    0.9800552662228036
PTF1A    GRIK1    0.9800413659419532
IL10    PLRG1    0.9800302405745992
CELA2A    AQP12B    0.98001774844176
HHATL    FER1L5    0.980015920247831
CACNG3    DLK1    0.9799989397590017
FLG2    LCE3D    0.9799884082718898
CACNG3    CTRB2    0.9799757181819204
CACNG3    SPX    0.9799545619503612
CACNG3    CPA1    0.97982090779124
CLCA2    SBSN    0.979758174455024
CSH1    RPTN    0.9796989667538922
SPRR3    KRT13    0.9796536088000934
LCE2B    SPRR2B    0.9796312880927724
ZNF227    ZNF234    0.9795734863156318
CSH2    RPTN    0.979566309414454
KRTDAP    PSG3    0.9795503724987048
TGM1    PGLYRP3    0.979500900804008
RBPJL    GP2    0.979493889602436
GP2    SYCN    0.9794837997205176
KRT4    MUC21    0.979443465897486
CTRB2    GP2    0.979366108526358
ST8SIA3    SYCN    0.9792365996857956
CACNG3    GRIK1    0.9792004445686828
DYNAP    MUC21    0.9791807386175438
RBPJL    ST8SIA3    0.9791770024831395
ST8SIA3    PNLIPRP1    0.9791674887293838
TTC29    LRRN3    0.979106876085824
LRRN3    GMNC    0.9790829122551564
CPA2    GP2    0.9790265334818492
ACLY    CSNKA2IP    0.9790196778546444
NPBWR2    IGLL1    0.9789713757438848
CACNG3    SCG5    0.9788994727318868
CPA1    GP2    0.9788742607275605
SLC22A1    AADACL2    0.9788263428713608
RPTN    PSG1    0.978815786045873
MYH8    CALHM1    0.9787531993821248
LCN1    SLC22A1    0.9787379840234812
MYBPH    SLC22A1    0.9786724314291722
LCE2C    LCE2D    0.9786593082280002
CD22    STAP1    0.9786380484858032
LCE3D    SPRR4    0.9785450355460094
CCDC154    FER1L5    0.97854222249122
CFHR2    CFHR5    0.9785248684984345
ZNF750    IVL    0.978492490182098
CEL    ST8SIA3    0.9784804032372876
KRT13    MUC21    0.9784762963688268
SCG5    ST8SIA3    0.9784759309815196
ERP27    PTF1A    0.9784276359920728
CACNG3    AQP12A    0.9783985528953478
AQP8    ST8SIA3    0.9783636473752876
S100A8    S100A9    0.9783062496336606
CD79B    P2RY8    0.9782300469642654
BNIPL    MUC21    0.9782185278431292
DLL3    INSM2    0.9782071692297176
PKP1    CSTA    0.9780903550286016
CSRP1    DES    0.9780817914341045
PTF1A    CEL    0.978058746329646
LCE2B    DEFB103A    0.977938143485692
MAL    UGT1A7    0.9778966451413332
KCNMB1    TPM2    0.9778950442307164
TAS1R3    CALHM1    0.9778662033395924
LCE2B    BPIFC    0.9778558339915396
QRSL1    IGF1R    0.9777887849557436
GP2    GRIK1    0.977779513092401
SPRR1A    SDR9C7    0.9777625244469952
CLCA2    RHCG    0.9777165802630664
LPXN    P2RY8    0.9776760819494996
SLURP1    RNF222    0.9776623363761476
JPH2    FLNA    0.9776412518760088
BNIPL    RNF225    0.977559044323507
MYL9    SMTN    0.9775411083278364
